Verb Conjugation Drill Italian
RU;IT;Verb;Tense;Group;Rank
они уже были любопытными (essere curioso);Loro erano stati curiosi.;essere;Trapassato Prossimo;irregular_unique;1
я буду любопытным (essere curioso);Io sarò curioso.;essere;Futuro Semplice;irregular_unique;1
ты будешь любопытным (essere curioso);Tu sarai curioso.;essere;Futuro Semplice;irregular_unique;1
он будет любопытным (essere curioso);Lui sarà curioso.;essere;Futuro Semplice;irregular_unique;1
она будет любопытной (essere curioso);Lei sarà curiosa.;essere;Futuro Semplice;irregular_unique;1
мы будем любопытными (essere curioso);Noi saremo curiosi.;essere;Futuro Semplice;irregular_unique;1
вы будете любопытными (essere curioso);Voi sarete curiosi.;essere;Futuro Semplice;irregular_unique;1
они будут любопытными (essere curioso);Loro saranno curiosi.;essere;Futuro Semplice;irregular_unique;1
я буду любопытным (essere curioso);Io sarò stato curioso.;essere;Futuro Anteriore;irregular_unique;1
ты будешь любопытным (essere curioso);Tu sarai stato curioso.;essere;Futuro Anteriore;irregular_unique;1
он будет любопытным (essere curioso);Lui sarà stato curioso.;essere;Futuro Anteriore;irregular_unique;1
она будет любопытной (essere curioso);Lei sarà stata curiosa.;essere;Futuro Anteriore;irregular_unique;1
мы будем любопытными (essere curioso);Noi saremo stati curiosi.;essere;Futuro Anteriore;irregular_unique;1
вы будете любопытными (essere curioso);Voi sarete stati curiosi.;essere;Futuro Anteriore;irregular_unique;1
они будут любопытными (essere curioso);Loro saranno stati curiosi.;essere;Futuro Anteriore;irregular_unique;1
я был бы любопытным (essere curioso);Io sarei curioso.;essere;Condizionale Presente;irregular_unique;1
ты был бы любопытным (essere curioso);Tu saresti curioso.;essere;Condizionale Presente;irregular_unique;1
он был бы любопытным (essere curioso);Lui sarebbe curioso.;essere;Condizionale Presente;irregular_unique;1
она была бы любопытной (essere curioso);Lei sarebbe curiosa.;essere;Condizionale Presente;irregular_unique;1
мы были бы любопытными (essere curioso);Noi saremmo curiosi.;essere;Condizionale Presente;irregular_unique;1
вы были бы любопытными (essere curioso);Voi sareste curiosi.;essere;Condizionale Presente;irregular_unique;1
они были бы любопытными (essere curioso);Loro sarebbero curiosi.;essere;Condizionale Presente;irregular_unique;1
я был бы любопытным (essere curioso);Io sarei stato curioso.;essere;Condizionale Passato;irregular_unique;1
ты был бы любопытным (essere curioso);Tu saresti stato curioso.;essere;Condizionale Passato;irregular_unique;1
он был бы любопытным (essere curioso);Lui sarebbe stato curioso.;essere;Condizionale Passato;irregular_unique;1
она была бы любопытной (essere curioso);Lei sarebbe stata curiosa.;essere;Condizionale Passato;irregular_unique;1
мы были бы любопытными (essere curioso);Noi saremmo stati curiosi.;essere;Condizionale Passato;irregular_unique;1
вы были бы любопытными (essere curioso);Voi sareste stati curiosi.;essere;Condizionale Passato;irregular_unique;1
они были бы любопытными (essere curioso);Loro sarebbero stati curiosi.;essere;Condizionale Passato;irregular_unique;1
он хочет, чтобы я был любопытным (essere curioso);Lui vuole che io sia curioso.;essere;Congiuntivo Presente;irregular_unique;1
она хочет, чтобы ты был любопытным (essere curioso);Lei vuole che tu sia curioso.;essere;Congiuntivo Presente;irregular_unique;1
я думаю, что он любопытный (essere curioso);Io penso che lui sia curioso.;essere;Congiuntivo Presente;irregular_unique;1
я думаю, что она любопытная (essere curioso);Io penso che lei sia curiosa.;essere;Congiuntivo Presente;irregular_unique;1
он хочет, чтобы мы были любопытными (essere curioso);Lui vuole che noi siamo curiosi.;essere;Congiuntivo Presente;irregular_unique;1
я думаю, что вы любопытные (essere curioso);Io penso che voi siate curiosi.;essere;Congiuntivo Presente;irregular_unique;1
она хочет, чтобы они были любопытными (essere curioso);Lei vuole che loro siano curiosi.;essere;Congiuntivo Presente;irregular_unique;1
она хотела, чтобы я был любопытным (essere curioso);Lei voleva che io fossi curioso.;essere;Congiuntivo Imperfetto;irregular_unique;1
он думал, что ты будешь любопытным (essere curioso);Lui pensava che tu fossi curioso.;essere;Congiuntivo Imperfetto;irregular_unique;1
я надеялся, что он будет любопытным (essere curioso);Io speravo che lui fosse curioso.;essere;Congiuntivo Imperfetto;irregular_unique;1
мы верили, что она будет любопытной (essere curioso);Noi credevamo che lei fosse curiosa.;essere;Congiuntivo Imperfetto;irregular_unique;1
они хотели, чтобы мы были любопытными (essere curioso);Loro volevano che noi fossimo curiosi.;essere;Congiuntivo Imperfetto;irregular_unique;1
я думал, что вы будете любопытными (essere curioso);Io pensavo che voi foste curiosi.;essere;Congiuntivo Imperfetto;irregular_unique;1
она надеялась, что они будут любопытными (essere curioso);Lei sperava che loro fossero curiosi.;essere;Congiuntivo Imperfetto;irregular_unique;1
он думает, что я уже был любопытным (essere curioso);Lui pensa che io sia stato curioso.;essere;Congiuntivo Passato;irregular_unique;1
она думает, что ты уже был любопытным (essere curioso);Lei pensa che tu sia stato curioso.;essere;Congiuntivo Passato;irregular_unique;1
я думаю, что он уже был любопытным (essere curioso);Io penso che lui sia stato curioso.;essere;Congiuntivo Passato;irregular_unique;1
я думаю, что она уже была любопытной (essere curioso);Io penso che lei sia stata curiosa.;essere;Congiuntivo Passato;irregular_unique;1
он думает, что мы уже были любопытными (essere curioso);Lui pensa che noi siamo stati curiosi.;essere;Congiuntivo Passato;irregular_unique;1
я думаю, что вы уже были любопытными (essere curioso);Io penso che voi siate stati curiosi.;essere;Congiuntivo Passato;irregular_unique;1
она думает, что они уже были любопытными (essere curioso);Lei pensa che loro siano stati curiosi.;essere;Congiuntivo Passato;irregular_unique;1
я согласен (essere d'accordo);Io sono d'accordo.;essere;Presente;irregular_unique;1
ты согласен (essere d'accordo);Tu sei d'accordo.;essere;Presente;irregular_unique;1
он согласен (essere d'accordo);Lui è d'accordo.;essere;Presente;irregular_unique;1
она согласна (essere d'accordo);Lei è d'accordo.;essere;Presente;irregular_unique;1
мы согласны (essere d'accordo);Noi siamo d'accordo.;essere;Presente;irregular_unique;1
вы согласны (essere d'accordo);Voi siete d'accordo.;essere;Presente;irregular_unique;1
они согласны (essere d'accordo);Loro sono d'accordo.;essere;Presente;irregular_unique;1
я был согласен (essere d'accordo);Io ero d'accordo.;essere;Imperfetto;irregular_unique;1
ты был согласен (essere d'accordo);Tu eri d'accordo.;essere;Imperfetto;irregular_unique;1
он был согласен (essere d'accordo);Lui era d'accordo.;essere;Imperfetto;irregular_unique;1
она была согласна (essere d'accordo);Lei era d'accordo.;essere;Imperfetto;irregular_unique;1
мы были согласны (essere d'accordo);Noi eravamo d'accordo.;essere;Imperfetto;irregular_unique;1
вы были согласны (essere d'accordo);Voi eravate d'accordo.;essere;Imperfetto;irregular_unique;1
они были согласны (essere d'accordo);Loro erano d'accordo.;essere;Imperfetto;irregular_unique;1
я был согласен (essere d'accordo);Io fui d'accordo.;essere;Passato Remoto;irregular_unique;1
ты был согласен (essere d'accordo);Tu fosti d'accordo.;essere;Passato Remoto;irregular_unique;1
