rank	original	lemma	POS
1736	americano	americano	ADJ
1738	francese	francese	ADJ
1739	chiederti	chiedere ti	VERB
1741	taxi	taxi	NOUN
1742	sottotitoli	sottotitole	NOUN
1744	peggiore	peggiore	ADJ
1747	angolo	angolo	NOUN
1748	latte	latta	NOUN
1749	buio	buio	ADJ
1751	malattia	malattia	NOUN
1752	gatto	gatto	NOUN
1753	suona	suonare	VERB
1756	estate	estate	NOUN
1757	scomparsa	scomparsa	NOUN
1760	condizioni	condizione	NOUN
1761	muoviti	muovire	VERB
1763	angeles	angeles	VERB
1765	schiena	schiena	NOUN
1766	sindaco	sindaco	NOUN
1769	campagna	campagna	NOUN
1773	seguire	seguire	VERB
1774	cerchiamo	cerchere	VERB
1775	scott	scott	VERB
1776	coglione	coglione	NOUN
1778	bobby	bobby	NOUN
1779	dettagli	dettaglio	NOUN
1780	chiaramente	chiaramente	ADV
1782	capace	capace	ADJ
1783	distrutto	distruggere	VERB
1785	importanza	importanza	NOUN
1788	particolare	particolare	ADJ
1789	stanco	stanco	ADJ
1791	mantenere	mantenere	VERB
1793	richiesta	richiesta	NOUN
1794	parecchio	parecchio	NOUN
1796	principale	principale	ADJ
1797	rose	rosa	NOUN
1798	insegnato	insegnare	VERB
1799	faccenda	faccenda	NOUN
1800	vento	vento	NOUN
1803	matto	matto	NOUN
1804	convinto	convinto	ADJ
1805	rovinato	rovinare	VERB
1806	campione	campione	NOUN
1810	decisamente	decisamente	ADV
1815	sbagliata	sbagliato	VERB
1816	andrò	andere	VERB
1817	pensarci	pensare ci	VERB
1818	mercato	mercato	NOUN
1819	valore	valore	NOUN
1820	sbrigati	sbrigare	VERB
1821	salire	salire	VERB
1822	drink	drink	NOUN
1824	spiegare	spiegare	VERB
1825	principessa	principe	VERB
1831	andy	Andy	NOUN
1832	bellezza	bellezza	NOUN
1836	rilassati	rilassare	VERB
1837	buco	buco	NOUN
1838	conversazione	conversazione	NOUN
1841	attesa	attendere	NOUN
1842	pensiero	pensiero	NOUN
1844	benvenuti	benvenuto	ADJ
1845	conoscenza	conoscenza	NOUN
1846	ponte	Ponte	NOUN
1847	malato	malare	ADJ
1849	sedia	sedia	NOUN
1853	finale	finale	ADJ
1854	impronte	impronta	NOUN
1855	sistemare	sistemare	VERB
1861	ghiaccio	ghiaccio	NOUN
1862	tracce	traccia	NOUN
1863	bottiglia	bottiglia	NOUN
1865	indagine	indagine	NOUN
1870	fottuto	fottere	VERB
1872	tiro	tiro	NOUN
1873	cadere	cadere	VERB
1876	sguardo	sguardo	NOUN
1877	perdita	perdita	NOUN
1879	camminare	camminare	VERB
1880	eccoci	eccoci	ADV
1882	pratica	pratica	NOUN
1885	villaggio	villaggio	NOUN
1886	scuse	scusa	NOUN
1887	fantasma	fantasma	NOUN
1891	scusatemi	scusatema	NOUN
1892	ispettore	ispettore	NOUN
1893	teoria	teoria	NOUN
1895	dovere	dovere	NOUN
1896	camion	camion	NOUN
1897	parco	parco	NOUN
1898	palazzo	palazzo	NOUN
1899	privato	privare	VERB
1904	purtroppo	purtroppo	ADV
1905	eccola	eccolare	VERB
1907	area	area	NOUN
1909	prenderti	prendere ti	VERB
1910	accusa	accusare	VERB
1911	crederci	credere ci	VERB
1913	stelle	stella	NOUN
1914	direttamente	direttamente	ADV
1915	ie	ie	NOUN
1920	fidanzata	fidanzato	NOUN
1921	andarmene	andare me ne	VERB
1922	seriamente	seriamente	ADV
1923	pista	pista	NOUN
1925	desiderio	desiderio	NOUN
1926	preoccupi	preoccupire	VERB
1927	mentendo	mentere	VERB
1928	ubriaco	ubriaco	ADJ
1929	angelo	angelo	NOUN
1930	tradurre	tradurre	VERB
1932	popolo	popolo	NOUN
1934	grace	grace	NOUN
1935	dita	dito	NOUN
1937	infermiera	infermiera	NOUN
1938	altezza	altezza	NOUN
1940	minaccia	minacciare	VERB
1941	età	età	NOUN
1943	nazionale	nazionale	ADJ
1944	genio	genio	NOUN
1946	corri	corro	VERB
1947	cinema	cinema	NOUN
1949	passati	passato	ADJ
1950	tetto	tetto	NOUN
1953	josh	Josh	NOUN
1954	media	media	ADJ
1955	politica	politico	NOUN
1957	suono	suono	NOUN
1959	copertura	coperturare	NOUN
1962	piaci	piae ci	VERB
1963	internet	internet	NOUN
1966	occupato	occupare	VERB
1968	cancro	cancro	NOUN
1971	credimi	credimi	ADJ
1972	compagno	compagno	NOUN
1973	merito	merito	NOUN
1974	società	società	NOUN
1976	nient'	nient	NOUN
1977	spada	spada	NOUN
1978	vedermi	vedere mi	VERB
1979	scendere	scendere	VERB
1985	facevo	facere	VERB
1989	perfettamente	perfettamente	ADV
1991	bicchiere	bicchiere	VERB
1992	autobus	autobus	NOUN
1994	vuoto	vuoto	ADJ
1995	porte	porta	NOUN
1996	animale	animale	ADJ
1998	azienda	azienda	NOUN
1999	sabato	sabato	NOUN
2000	pollo	pollo	NOUN
2001	spiaggia	spiaggia	NOUN
2002	ordinato	ordinare	VERB
2003	rotta	rotta	NOUN
2005	telefonata	telefonata	NOUN
2007	completo	completo	ADJ
2010	liceo	liceo	NOUN
2011	rosa	rosa	ADJ
2012	mezza	mezzo	ADJ
2013	innamorato	innamorare	VERB
2014	doccia	doccia	NOUN
2016	matt	matt	NOUN
2017	stanca	stancare	VERB
2018	arrestato	arrestare	VERB
2022	gara	gara	NOUN
2024	orologio	orologio	NOUN
2026	fan	fan	NOUN
2027	erba	erba	NOUN
2028	viso	viso	NOUN
2029	bevi	bevere	VERB
2033	distanza	distanza	NOUN
2034	alice	aole	ADJ
2035	maledetto	maledire	VERB
2036	chiamarmi	chiamare mi	VERB
2037	magnifico	magnifico	ADJ
2038	universo	universo	NOUN
2039	esame	esame	NOUN
2040	quartiere	quartiere	NOUN
2041	uccidermi	uccidere mi	VERB
2043	sposa	sposo	NOUN
2045	lascialo	lasciae lo	VERB
2047	cappello	cappello	NOUN
2048	pagina	pagina	NOUN
2049	mostra	mostrare	VERB
2050	giardino	giardino	NOUN
2054	taglio	taglio	NOUN
2055	velocemente	velocemente	ADV
2056	potente	potente	ADJ
2057	killer	killer	NOUN
2061	paradiso	Paradiso	NOUN
2062	rabbia	rabbia	NOUN
2063	fuga	fuga	NOUN
2067	termine	termine	NOUN
2068	collega	collegare	VERB
2069	vittoria	vittoria	NOUN
2070	assurdo	assurdo	ADJ
2071	mr	mr	NOUN
2072	giornale	giornale	NOUN
2073	dimmelo	dimmelo	ADJ
2074	insegnante	insegnante	NOUN
2075	annie	annia	NOUN
2076	talento	talento	NOUN
2078	spaventato	spaventare	VERB
2079	naturale	naturale	ADJ
2081	coinvolto	coinvolgere	VERB
2082	immagini	immagine	NOUN
2083	figo	figo	NOUN
2087	girare	girare	VERB
2089	corrente	corrente	ADJ
2090	libertà	libertà	NOUN
2093	doppio	doppio	ADJ
2096	conoscerti	conoscere ti	VERB
2097	tantissimo	tantissimo	ADV
2098	allarme	allarme	NOUN
2100	militare	militare	ADJ
2101	padrone	padrone	NOUN
2106	sveglio	sveglio	NOUN
2107	amor	amor	NOUN
2109	preparato	preparare	VERB
2110	direzione	direzione	NOUN
2111	gratis	gratis	ADV
2113	vendetta	vendetta	NOUN
2114	cantare	cantare	VERB
2118	invitato	invitare	VERB
2120	regola	regolare	VERB
2124	ruolo	ruolo	NOUN
2126	c	c	NOUN
2127	mattino	mattino	NOUN
2129	funerale	funerale	NOUN
2131	ospiti	ospite	NOUN
2132	ministro	ministro	NOUN
2138	domenica	domenica	NOUN
2139	tette	tetta	NOUN
2140	vorrà	vorere	VERB
2142	spia	spiare	NOUN
2145	partner	partner	NOUN
2146	dritto	drittare	VERB
2147	presenza	presenza	NOUN
2148	eta	eta	NOUN
2150	succedera	succedee ro	VERB
2151	son	son	VERB
2152	offerto	offrire	VERB
2153	atto	atto	NOUN
2154	apprezzo	apprezzare	VERB
2155	discutere	discutere	VERB
2157	gestire	gestire	VERB
2158	chilometri	chilometro	NOUN
2159	migliaia	migliaio	NOUN
2161	lasciarmi	lasciare mi	VERB
2165	domattina	domattina	ADV
2166	lasciatemi	Lasciatemi	VERB
2168	vacanza	vacanza	NOUN
2170	medicina	medicina	NOUN
2172	sali	sale	NOUN
2173	tira	tirare	VERB
2179	andarcene	andare ce ne	VERB
2180	est	Est	NOUN
2181	accaduto	accadere	VERB
2182	violenza	violenza	NOUN
2183	articolo	articolo	NOUN
2184	crescere	crescere	VERB
2187	caduta	caduta	NOUN
2188	calmo	calmo	ADJ
2190	parlarle	parlare le	VERB
2191	cugino	cugino	NOUN
2196	danni	danno	NOUN
2198	sospetto	sospetto	NOUN
2201	trappola	trappola	NOUN
2206	criminale	criminale	ADJ
2207	lady	Lady	NOUN
2208	giacca	giacca	NOUN
2209	unita	unire	VERB
2212	scomparso	scomparire	VERB
2214	entrate	entrata	NOUN
2216	commesso	commettere	VERB
2217	pugno	pugno	NOUN
2218	opinione	opinione	NOUN
2222	interesse	interesse	NOUN
2226	sig	sig	NOUN
2228	ossa	ossa	NOUN
2230	carico	carico	NOUN
2231	fastidio	fastidio	NOUN
2233	premio	premio	NOUN
2235	sopravvivere	sopravvivere	VERB
2236	studenti	studente	NOUN
2237	battuta	battuta	NOUN
2238	dappertutto	dappertutto	ADV
2240	tè	tè	NOUN
2242	profondo	profondo	ADJ
2244	cella	cella	NOUN
2245	finora	finora	ADV
2246	membro	membro	NOUN
2247	lupo	lupo	NOUN
2248	gas	gas	NOUN
2251	lotta	lottare	NOUN
2252	presento	presentare	VERB
2255	moto	moto	NOUN
2256	percento	percento	NOUN
2257	jeff	Jeff	NOUN
2261	amicizia	amicizia	NOUN
2263	pulito	pulito	ADJ
2264	protezione	protezione	NOUN
2265	disturbo	disturbo	NOUN
2267	assieme	assieme	ADV
2269	diretto	dirigere	VERB
2270	pane	pane	NOUN
2271	pesante	pesante	ADJ
2273	park	park	NOUN
2274	aeroporto	aeroporto	NOUN
2275	gloria	gloria	NOUN
2276	scusarmi	scusare mi	VERB
2279	terapia	terapia	NOUN
2280	santa	Santa	ADJ
2281	dirci	dire ci	VERB
2282	disastro	disastro	NOUN
2283	uova	uovo	NOUN
2289	versione	versione	NOUN
2290	costruire	costruire	VERB
2291	rete	rete	NOUN
2295	puzza	puzza	NOUN
2296	ricco	ricco	ADJ
2297	ali	ala	NOUN
2299	gola	gola	NOUN
2300	fumo	fumo	NOUN
2301	crisi	crisi	NOUN
2303	raggiungere	raggiungere	VERB
2304	nervoso	nervoso	ADJ
2305	minimo	minimo	NOUN
2308	inghilterra	inghilterra	ADJ
2309	albergo	albergo	NOUN
2311	incendio	incendio	NOUN
2312	falso	falso	ADJ
2314	ucciderlo	uccidere lo	VERB
2315	polvere	polvere	NOUN
2317	gioia	gioia	NOUN
2318	fucile	fucile	NOUN
2319	maniera	maniera	NOUN
2321	sessuale	sessuale	ADJ
2322	orecchie	orecchia	NOUN
2323	privata	privato	ADJ
2324	tentativo	tentativo	NOUN
2325	weekend	weekend	NOUN
2326	totale	totale	ADJ
2329	sentirmi	sentire mi	VERB
2331	svegliati	svegliare	VERB
2333	scherzi	scherzo	NOUN
2334	trucco	trucco	NOUN
2335	lord	Lord	NOUN
2340	aiutarci	aiutare ci	VERB
2343	urla	urla	NOUN
2348	ambulanza	ambulanza	NOUN
2349	superiore	superiore	ADJ
2352	volare	volare	VERB
2356	proprietario	proprietario	NOUN
2357	piaccia	piacciere	VERB
2358	raccontato	raccontare	VERB
2361	dovrò	dovrò	VERB
2364	credito	credito	NOUN
2365	recente	recente	ADJ
2367	pizza	pizza	NOUN
2368	fatemi	fatemi	NOUN
2370	kyle	kyle	NOUN
2371	telecamere	telecamera	NOUN
2372	quarto	quarto	ADJ
2375	movimento	movimento	NOUN
2376	regno	regno	NOUN
2378	stomaco	stomacare	VERB
2380	licenziato	licenziare	VERB
2384	analisi	analisi	NOUN
2385	muoversi	muovere si	VERB
2386	merita	meritare	VERB
2388	promessa	promessa	NOUN
2389	capita	capitare	VERB
2390	farvi	fare vi	VERB
2392	sissignore	sissignore	NOUN
2393	dannato	dannare	VERB
2397	assicuro	assicuro	ADJ
2398	abbandonato	abbandonare	ADJ
2399	facilmente	facilmente	ADV
2400	scale	scala	NOUN
2401	attorno	attorno	ADV
2402	darò	daere	VERB
2403	smetterla	smettere la	VERB
2405	sospettato	sospettare	VERB
2408	cinese	cinese	ADJ
2410	imbarazzante	imbarazzare	ADJ
2411	fonte	fonte	NOUN
2414	studiare	studiare	VERB
2416	amante	amante	NOUN
2418	accuse	accusa	NOUN
2420	societa	societa	NOUN
2421	neppure	neppure	ADV
2422	bloccato	bloccare	VERB
2425	scrivania	scrivaniare	NOUN
2426	complicato	complicato	ADJ
2428	pavimento	pavimento	NOUN
2429	tolto	togliere	VERB
2431	famoso	famoso	ADJ
2432	desideri	desidero	NOUN
2433	lily	lily	NOUN
2434	traffico	traffico	NOUN
2436	eccoti	eccoe ti	VERB
2439	prestito	prestito	NOUN
2441	solamente	solamente	ADV
2442	chissà	chissà	ADV
2443	sorriso	sorriso	NOUN
2446	ferite	ferita	NOUN
2447	proiettile	proiettile	NOUN
2448	motore	motore	NOUN
2449	specialmente	specialmente	ADV
2450	posta	porre	VERB
2451	darle	dare le	VERB
2452	lontana	lontano	ADJ
2454	ingresso	ingresso	NOUN
2456	respira	respirare	VERB
2457	mettiti	mettire	VERB
2458	fido	fidare	ADJ
2460	roger	roger	NOUN
2462	piatto	piatto	NOUN
2463	folle	folle	ADJ
2464	proposta	proposta	NOUN
2466	tuttavia	tuttavia	ADV
2467	cazzate	cazzare	VERB
2468	affascinante	affascinare	ADJ
2469	virus	virus	NOUN
2470	liberta	liberta	NOUN
2472	jenny	Jenny	NOUN
2473	carter	carter	NOUN
2475	bugie	bugia	NOUN
2478	sterline	sterlina	NOUN
2479	trovarmi	trovare mi	VERB
2480	frattempo	frattempo	ADV
2482	banda	banda	NOUN
2483	esplosione	esplosione	NOUN
2485	calcio	calcio	NOUN
2487	lago	Lago	NOUN
2488	barry	barry	NOUN
2490	teatro	teatro	NOUN
2492	ladro	ladro	NOUN
2496	tentato	tentare	VERB
2497	sorpreso	sorprendere	VERB
2498	pioggia	pioggia	NOUN
2499	debito	debito	NOUN
2500	occhiali	occhialo	NOUN
2502	taglia	taglia	NOUN
2504	resynch	resynch	NOUN
2505	pietra	pietra	NOUN
2506	uccello	uccello	NOUN
2507	sito	sito	NOUN
2508	maiale	maiale	ADJ
2509	dubito	dubire	VERB
2510	parcheggio	parcheggio	NOUN
2512	camicia	camicia	NOUN
2513	comportamento	comportamento	NOUN
2514	comodo	comodo	ADJ
2515	montagna	montagna	NOUN
2521	formaggio	formaggio	NOUN
2523	sparo	sparo	NOUN
2524	assunto	assumere	VERB
2528	diretta	diretta	ADJ
2529	averne	avere ne	VERB
2530	spazzatura	spazzatura	NOUN
2531	divorzio	divorzio	NOUN
2533	tagliato	tagliare	VERB
2534	maggie	maggia	NOUN
2537	tazza	tazza	NOUN
2538	agenzia	agenzia	NOUN
2539	volto	volgere	NOUN
2541	intervento	intervento	NOUN
2543	mucchio	mucchio	NOUN
2545	salto	salto	NOUN
2548	puntate	puntata	NOUN
2551	soccorso	soccorso	NOUN
2552	respiro	respiro	NOUN
2553	giuria	giuria	NOUN
2554	modello	modello	NOUN
2555	panico	panico	NOUN
2556	darci	dare ci	VERB
2558	ombra	ombra	NOUN
2559	piscina	piscina	NOUN
2560	marina	Marina	NOUN
2563	tavola	tavola	NOUN
2564	mezz'	mezz	NOUN
2566	carica	carica	NOUN
2568	pensione	pensione	NOUN
2569	copia	copia	NOUN
2570	pilota	pilota	NOUN
2571	sorveglianza	sorveglianza	NOUN
2572	dichiarazione	dichiarazione	NOUN
2573	costretto	costringere	VERB
2574	smetti	smettare	VERB
2576	limite	limite	NOUN
2577	portarlo	portare lo	VERB
2579	mettermi	mettere mi	VERB
2580	elizabeth	elizabeth	NOUN
2581	centinaia	centinaio	NOUN
2582	affitto	affitto	NOUN
2583	appartiene	appartenere	VERB
2584	idioti	idioto	ADJ
2585	evento	evento	NOUN
2586	bugiardo	bugiardo	NOUN
2587	governatore	governatore	NOUN
2592	dono	dono	NOUN
2593	amanda	amandare	VERB
2594	moda	moda	NOUN
2595	petto	petto	NOUN
2596	custodia	custodia	NOUN
2598	farne	fare ne	VERB
2599	impressione	impressione	NOUN
2600	strega	strega	NOUN
2602	coso	coso	ADJ
2603	malata	malare	VERB
2604	dimostrare	dimostrare	VERB
2605	terreno	terreno	NOUN
2606	tradito	tradire	VERB
2607	neve	neve	NOUN
2609	impegnato	impegnare	VERB
2615	molly	molly	NOUN
2616	portarti	portare ti	VERB
2618	gelato	gelato	ADJ
2619	perfino	perfino	ADV
2621	lentamente	lentamente	ADV
2622	metterti	mettere ti	VERB
2623	vergogna	vergogna	NOUN
2624	adorabile	adorabile	ADJ
2625	iniziamo	inizere	VERB
2626	chloe	Chloe	NOUN
2627	castello	castello	NOUN
2629	pazienza	pazienza	NOUN
2630	organizzato	organizzare	ADJ
2631	sonno	sonno	NOUN
2633	colleghi	collega	NOUN
2635	malapena	malapena	NOUN
2636	nota	noto	NOUN
2639	maschio	maschio	NOUN
2643	festeggiare	festeggiare	VERB
2644	indovinare	indovinare	VERB
2646	attaccato	attaccare	VERB
2648	risolto	risogliere	VERB
2649	sporco	sporco	ADJ
2650	pari	pari	ADJ
2652	sentirti	sentire ti	VERB
2653	voti	voto	NOUN
2655	complimenti	complimento	NOUN
2656	nathan	nae th an	VERB
2657	miracolo	miracolo	NOUN
2658	epoca	epoca	NOUN
2659	vicenda	vicenda	NOUN
2660	divertimento	divertimento	NOUN
2664	anticipo	anticipo	NOUN
2667	rapina	rapina	NOUN
2670	nazione	nazione	NOUN
2671	band	band	NOUN
2672	argomento	argomento	NOUN
2674	artista	artista	NOUN
2676	pillole	pillola	NOUN
2678	firmato	firmare	VERB
2679	alba	alba	NOUN
2681	auguri	augurio	NOUN
2683	fase	fase	NOUN
2684	abito	abito	NOUN
2685	suicidio	suicidio	NOUN
2686	uguale	uguale	ADJ
2690	ginocchio	ginocchio	NOUN
2691	galera	galera	NOUN
2694	veloci	veloce	ADJ
2695	familiare	familiare	ADJ
2696	interessato	interessato	ADJ
2698	troppi	troppo	ADJ
2699	positivo	positivo	ADJ
2701	andiamocene	andiamocena	NOUN
2702	diamine	diamine	NOUN
2703	sparire	sparire	VERB
2705	onesto	onesto	ADJ
2706	fuggire	fuggire	VERB
2708	punta	puntare	VERB
2710	tenerlo	tenere lo	VERB
2711	università	università	NOUN
2715	patrick	patrick	NOUN
2716	provarci	provare ci	VERB
2718	patto	patto	NOUN
2720	ovest	ovest	NOUN
2721	bestia	bestia	NOUN
2723	socio	socio	NOUN
2725	personalmente	personalmente	ADV
2726	magazzino	magazzino	NOUN
2727	b	b	NOUN
2728	commissione	commissione	NOUN
2731	coach	coach	NOUN
2733	vantaggio	vantaggio	NOUN
2734	spese	spesa	NOUN
2735	mezzanotte	mezzanotte	NOUN
2736	contanti	contante	NOUN
2737	morale	morale	ADJ
2739	caspita	caspitare	VERB
2741	fallito	fallire	VERB
2742	indossare	indossare	VERB
2744	esperto	esperto	NOUN
2746	onda	onda	NOUN
2748	preciso	preciso	ADJ
2753	totalmente	totalmente	ADV
2754	incubo	incubo	NOUN
2755	babbo	babboo	NOUN
2756	fattoria	fattoria	NOUN
2758	senatore	senatore	NOUN
2759	conosciuti	conoscere	ADJ
2760	tasca	tasca	NOUN
2761	secolo	secolo	NOUN
2762	cima	cima	NOUN
2764	corridoio	corridoio	NOUN
2765	bersaglio	bersaglio	NOUN
2766	parlarmi	parlare mi	VERB
2769	chili	chilo	NOUN
2770	superare	superare	VERB
2772	eccellente	eccellente	ADJ
2773	originale	originale	ADJ
2774	muoverti	muovere ti	VERB
2775	stammi	stamma	NOUN
2776	sopportare	sopportare	VERB
2778	probabile	probabile	ADJ
2779	lasciala	Lasciala	VERB
2781	jones	Jones	NOUN
2785	riposo	riposo	NOUN
2787	diverte	divertire	VERB
2788	esterno	esterno	NOUN
2789	stan	stan	VERB
2790	muovere	muovere	VERB
2792	concerto	concerto	NOUN
2793	yo	yo	NOUN
2794	buttato	buttare	VERB
2795	clinica	clinica	NOUN
2796	champagne	champagna	NOUN
2797	maestà	maestà	NOUN
2800	troverai	trovere ai	VERB
2801	tecnologia	tecnologia	NOUN
2803	firma	firma	NOUN
2805	oliver	oliver	NOUN
2807	riposare	riposare	VERB
2808	furto	furto	NOUN
2809	vendita	venditare	NOUN
2810	togliti	toglire	VERB
2812	criminali	criminale	NOUN
2813	carcere	carcere	NOUN
2817	arthur	arthuro	NOUN
2818	tomba	tomba	NOUN
2819	legame	legame	NOUN
2821	mancanza	mancanza	NOUN
2823	materiale	materiale	NOUN
2827	passeggiata	passeggiata	NOUN
2828	impazzire	impazzire	VERB
2829	amen	amen	ADV
2831	opportunità	opportunità	NOUN
2832	causato	causare	VERB
2833	lasciarti	lasciare ti	VERB
2834	follia	follia	NOUN
2835	attività	attività	NOUN
2836	dirvi	dire vi	VERB
2838	trovarti	trovare ti	VERB
2840	leader	leader	NOUN
2841	football	football	NOUN
2842	unità	unità	NOUN
2844	charlotte	charlotte	ADJ
2845	supporto	supporto	NOUN
2849	giornalista	giornalista	NOUN
2852	aiutarvi	aiutare vi	VERB
2853	opportunita	opportunita	NOUN
2854	scienza	scienza	NOUN
2855	costume	costume	NOUN
2857	pò	pò	ADV
2859	episode	episode	NOUN
2860	sembro	sembro	NOUN
2863	conseguenze	conseguenza	NOUN
2864	passione	passione	NOUN
2867	autista	autista	NOUN
2869	essermi	essere mi	VERB
2870	terry	terry	NOUN
2871	coscienza	coscienza	NOUN
2872	discussione	discussione	NOUN
2873	beccato	beccare	VERB
2874	profilo	profilo	NOUN
2875	prete	prete	NOUN
2876	sinceramente	sinceramente	ADV
2879	gusto	gusto	NOUN
2881	ross	ross	VERB
2883	esca	ere	VERB
2884	tunnel	tunnel	NOUN
2885	attivita	attivita	NOUN
2888	assicurazione	assicurazione	NOUN
2889	foresta	foresta	NOUN
2891	ucciderti	uccidere ti	VERB
2893	mappa	mappa	NOUN
2894	palco	palco	NOUN
2895	lieto	lieto	ADJ
2896	confuso	confuso	ADJ
2898	filo	filo	NOUN
2899	ripeto	ripetere	VERB
2900	portarla	portare la	VERB
2905	figurati	figurare	VERB
2907	fabbrica	fabbrica	NOUN
2908	federale	federale	ADJ
2909	cieco	cieco	ADJ
2910	responsabilità	responsabilità	NOUN
2911	messico	Messico	ADJ
2912	lancio	lancio	NOUN
2913	titolo	titolo	NOUN
2915	assegno	assegno	NOUN
2920	grazia	grazia	NOUN
2924	sufficiente	sufficiente	ADJ
2925	oscar	oscar	NOUN
2927	calci	calca	NOUN
2929	istante	istante	NOUN
2933	sorta	sorgere	VERB
2934	sincero	sincero	ADJ
2935	ammettere	ammettere	VERB
2936	retta	retta	NOUN
2938	pulire	pulire	VERB
2939	uscendo	uscere	VERB
2940	tempesta	tempesta	NOUN
2941	penny	penny	NOUN
2943	vice	vice	ADJ
2944	rebecca	rebecca	NOUN
2949	maschera	maschera	NOUN
2950	visione	visione	NOUN
2951	cominciamo	comincere	VERB
2954	reazione	reazione	NOUN
2955	cattivi	cattivo	NOUN
2956	dormendo	dormere	VERB
2960	oggetto	oggetto	NOUN
2961	jay	jay	NOUN
2963	esco	escare	VERB
2967	vederci	vedere ci	VERB
2968	sfortunatamente	sfortunatamente	ADV
2971	sezione	sezione	NOUN
2973	onestamente	onestamente	ADV
2975	ascensore	ascensore	NOUN
2977	miglia	miglio	NOUN
2978	rifugio	rifugio	NOUN
2979	casey	casey	NOUN
2980	fiero	fiero	ADJ
2981	spalla	spallo	ADJ
2983	rischiare	rischiare	VERB
2984	profumo	profumo	NOUN
2985	coincidenza	coincidenza	NOUN
2986	portarmi	portare mi	VERB
2987	alcol	alcol	NOUN
2989	inventato	inventare	VERB
2990	impegno	impegno	NOUN
2992	zucchero	zucchero	NOUN
2993	chiedermi	chiedere mi	VERB
2994	giudizio	giudizio	NOUN
2995	spari	spario	NOUN
2996	pochino	pochare	ADV
2997	personaggio	personaggio	NOUN
2998	lacrime	lacrima	NOUN
3004	reparto	reparto	NOUN
3006	pazzesco	pazzesco	ADJ
3007	corda	Corda	NOUN
3008	benzina	benzinare	NOUN
3010	rick	ricko	NOUN
3011	creatura	creatura	NOUN
3012	fumare	fumare	VERB
3017	ambiente	ambiente	NOUN
3020	capite	capite	ADJ
3023	garage	garage	NOUN
3024	spiegazione	spiegazione	NOUN
3025	disposto	disporre	VERB
3027	andrew	Andrew	VERB
3029	sara'	Sara	VERB
3030	confine	confine	NOUN
3032	significato	significare	NOUN
3033	letteralmente	letteralmente	ADV
3035	ione	ione	NOUN
3036	televisione	televisione	NOUN
3038	baseball	baseball	NOUN
3039	sociale	sociale	ADJ
3041	struttura	struttura	NOUN
3043	prendero	prenderare	VERB
3044	disgustoso	disgustoso	ADJ
3045	specchio	specchio	NOUN
3046	venerdi	venerdo	NOUN
3049	dosso	dosso	NOUN
3050	cambiamento	cambiamento	NOUN
3052	proprieta	proprieta	NOUN
3054	reputazione	reputazione	NOUN
3055	partenza	partenza	NOUN
3057	punizione	punizione	NOUN
3058	conviene	convenere	VERB
3059	jamie	Jamie	ADJ
3061	organizzare	organizzare	VERB
3064	fico	fico	NOUN
3065	influenza	influenza	NOUN
3066	tedesco	tedesco	ADJ
3070	nascita	nascita	NOUN
3071	scambio	scambio	NOUN
3072	distretto	distretto	NOUN
3073	fiera	Fiera	NOUN
3075	palestra	palestra	NOUN
3077	inviato	inviare	VERB
3078	universita	universito	NOUN
3080	illegale	illegale	ADJ
3081	man	man	NOUN
3082	on	on	NOUN
3083	big	big	NOUN
3087	piacevole	piacevole	ADJ
3088	oceano	oceano	NOUN
3091	chiederle	chiedere le	VERB
3092	cioccolato	cioccolare	NOUN
3098	previsto	prevedere	VERB
3099	talmente	talmente	ADV
3100	ricky	ricky	NOUN
3101	urlare	urlare	VERB
3102	dolcezza	dolcezza	NOUN
3103	pubblica	pubblicare	ADJ
3104	esserne	essere ne	VERB
3107	desidera	desiderare	VERB
3110	soffrire	soffrire	VERB
3111	labbra	labbro	NOUN
3113	stronzi	stronzio	NOUN
3114	mangi	mangare	VERB
3116	potrò	potrò	VERB
3117	risorse	risorsa	NOUN
3118	ethan	ethan	NOUN
3119	jackie	Jackie	NOUN
3120	biblioteca	biblioteca	NOUN
3121	tornerò	tornerò	VERB
3122	settore	settore	NOUN
3123	robot	robot	NOUN
3125	cooper	cooper	NOUN
3127	veleno	veleno	NOUN
3128	ufficialmente	ufficialmente	ADV
3129	diario	Diario	NOUN
3131	proprietà	proprietà	NOUN
3134	adulti	adulto	ADJ
3138	jesse	Jesse	ADJ
3140	offesa	offesa	NOUN
3142	legato	legare	VERB
3143	fred	fred	NOUN
3144	metterci	mettere ci	VERB
3146	incarico	incarico	NOUN
3147	ricominciare	ricominciare	VERB
3149	inverno	inverno	NOUN
3150	agio	agio	ADJ
3151	maglietta	maglietta	NOUN
3153	orgoglioso	orgoglioso	ADJ
3155	recuperare	recuperare	VERB
3156	organizzazione	organizzazione	NOUN
3157	frase	frase	NOUN
