rank	original	lemma	POS
9538	raccontarmi	raccontare mi	VERB
9540	aprila	aprilira	VERB
9542	trovassi	trovassi	VERB
9543	tentazione	tentazione	NOUN
9545	grammi	grammo	NOUN
9546	religioso	religioso	ADJ
9547	autostima	autostima	NOUN
9548	resoconto	resoconto	NOUN
9550	eden	eden	NOUN
9551	squilla	squillare	VERB
9552	alzatevi	alzatee vi	VERB
9556	lunghezza	lunghezza	NOUN
9558	inaccettabile	inaccettabile	ADJ
9561	aprilo	aprilore	VERB
9563	binari	binario	NOUN
9565	prendili	prendile	NOUN
9566	guardatemi	guardatemi	VERB
9567	strike	strike	ADJ
9568	motto	motto	NOUN
9569	biologia	biologia	NOUN
9572	esservi	essere vi	VERB
9574	dintorni	dintorno	NOUN
9575	plasma	plasma	ADJ
9577	sigaro	sigaro	NOUN
9578	pancetta	pancetta	NOUN
9579	arbitro	arbitro	NOUN
9580	magra	Magra	ADJ
9581	britannico	britannico	ADJ
9583	silas	silas	NOUN
9584	estivo	estivo	ADJ
9585	rivale	rivale	NOUN
9587	complicazioni	complicazione	NOUN
9588	robaccia	robacciare	NOUN
9591	sacca	sacca	NOUN
9592	accolta	accogliere	VERB
9593	fuso	fudere	VERB
9594	elettricità	elettricità	NOUN
9595	schiava	schiare	VERB
9597	bourbon	Bourbon	NOUN
9604	arrivino	arrivino	VERB
9605	if	if	VERB
9608	rico	rico	ADJ
9609	comportarmi	comportare mi	VERB
9611	parlerai	parlerai	VERB
9613	acconsentito	acconsentire	VERB
9614	margot	margot	NOUN
9620	youtube	youtube	NOUN
9623	assente	assente	ADJ
9625	nico	nico	ADJ
9626	sentira	sentirare	VERB
9627	chiedigli	chiedigli	VERB
9628	baule	Baule	NOUN
9630	pagarmi	pagare mi	VERB
9632	cola	colare	NOUN
9633	vinceremo	vincare	VERB
9634	mine	mina	NOUN
9637	scarlett	scarlett	NOUN
9641	nam	nam	NOUN
9642	svegliarti	svegliare ti	VERB
9643	incrociato	incrociare	VERB
9648	pubblicamente	pubblicamente	ADV
9650	jesus	Jesus	NOUN
9654	cap	cap	NOUN
9655	cassonetto	cassonerre	NOUN
9662	amarmi	amare mi	VERB
9666	quentin	quentin	VERB
9669	pasquale	pasquale	ADJ
9674	riprendersi	riprendere si	VERB
9675	sgradevole	sgradevole	ADJ
9676	courtney	courtneyo	NOUN
9681	curiosita	curiosire	NOUN
9682	funebre	Funebre	NOUN
9683	salga	salga	VERB
9685	jeannie	jeannie	NOUN
9687	kai	kai	NOUN
9688	lucky	lucky	NOUN
9692	ollie	ollia	NOUN
9693	horror	horror	ADJ
9695	ignoto	ignoto	ADJ
9696	venirmi	venire mi	VERB
9699	formidabile	formidabile	ADJ
9701	carly	carly	NOUN
9708	prendervi	prendere vi	VERB
9711	sfortunato	sfortunato	ADJ
9712	esemplare	esemplare	ADJ
9714	dinozzo	dinozzo	VERB
9715	hyun	hyun	ADJ
9716	salvarci	salvare ci	VERB
9717	peterson	peterson	ADJ
9718	discesa	discendere	NOUN
9720	granata	granata	ADJ
9730	simmons	Simmons	NOUN
9734	francine	francine	ADJ
9736	marines	Marines	NOUN
9737	dette	detto	ADJ
9742	francesca	francesca	NOUN
9747	astuto	astere	VERB
9748	comunale	comunale	ADJ
9753	nikita	nikita	NOUN
9755	accompagnarmi	accompagnare mi	VERB
9756	cyril	cyril	NOUN
9757	game	game	NOUN
9761	sotterraneo	sotterraneo	ADJ
9767	candy	candy	NOUN
9771	scompare	scomparere	VERB
9772	paghero	paghero	NOUN
9774	salgo	salgo	VERB
9776	rendera	rendera	VERB
9777	denny	denny	VERB
9780	contrabbando	contrabbare	NOUN
9784	spazzolino	spazzolinare	NOUN
9787	aiutaci	aiutacere	VERB
9788	assai	assai	ADV
9789	alaska	alaska	NOUN
9790	sanguigno	sanguigno	ADJ
9793	meyer	Meyer	NOUN
9796	daccordo	Daccordo	VERB
9798	preferiresti	preferiresta	VERB
9800	biasimo	biasimare	VERB
9801	disturbarla	disturbare la	VERB
9802	tondo	tondo	ADJ
9803	andiate	andiare	ADJ
9804	rimetti	rimettare	VERB
9812	delinquenti	delinquente	NOUN
9817	dopodomani	dopodomano	ADV
9820	starmene	stare me ne	VERB
9825	arrendersi	arrendere si	VERB
9829	intendevi	intendee vi	VERB
9832	dicesti	dicedere	VERB
9833	quadra	quadra	NOUN
9835	addome	addome	ADV
9841	assicurarti	assicurare ti	VERB
9843	antidolorifici	antidolorifico	NOUN
9844	occuparci	occupare ci	VERB
9845	significherebbe	significheere	VERB
9852	sherman	shermano	NOUN
9854	pensarlo	pensare lo	VERB
9855	vernon	vernon	ADV
9857	dimostrarlo	dimostrare lo	VERB
9859	maureen	maureen	VERB
9860	lasciateci	lasciateci	VERB
9862	burns	burns	NOUN
9866	baciarti	baciarre ti	VERB
9867	riprendermi	riprendere mi	VERB
9868	gretchen	gretchen	NOUN
9873	hulk	hulk	ADJ
9874	crederti	credere ti	VERB
9875	izzie	izzie	NOUN
9877	michigan	michigan	NOUN
9882	julio	julio	NOUN
9885	empire	empire	VERB
9888	maggiordomo	Maggiordomo	NOUN
9889	nuziale	nuziale	ADJ
9891	louie	Louie	ADJ
9892	bon	bon	ADV
9894	premuroso	premuroso	ADJ
9896	dessi	dere	VERB
9897	yuri	yuro	NOUN
9898	trasferirmi	trasferire mi	VERB
9900	usero	usero	VERB
9902	arrabbiarti	arrabbiare ti	VERB
9904	congelato	congelare	VERB
9905	scopriranno	scoprari	VERB
9906	tornarci	tornare ci	VERB
9907	sposiamo	sposire	VERB
9908	sbrighiamoci	sbrighiamoe ci	VERB
9909	scendiamo	scendare	VERB
9913	nasconderlo	nascondere lo	VERB
9917	dircelo	dircelo	VERB
9919	pennsylvania	pennsylvania	NOUN
9920	mettici	metticare	VERB
9922	stanne	stanne	ADJ
9924	tatto	tatto	ADJ
9926	cuoca	cuocare	VERB
9927	grigia	grigia	ADJ
9928	nigel	nigel	NOUN
9932	judith	Judith	NOUN
9933	avvicinatevi	avvicinatevi	VERB
9934	segnalato	segnalare	VERB
9940	salutarti	salutare ti	VERB
9945	girls	girls	ADJ
9950	scatenato	scatenare	VERB
9955	rayna	rayna	NOUN
9956	unisciti	uniscire	VERB
9958	starti	stare ti	VERB
9960	oggigiorno	oggigiorno	ADV
9961	maledettamente	maledettamente	ADV
9963	combini	combino	NOUN
9964	predica	predicare	VERB
9965	godetevi	godetevere	VERB
9968	spontanea	spontaneo	ADJ
9970	perfavore	perfavore	NOUN
9971	metal	metal	NOUN
9974	anteriore	anteriore	ADJ
9976	gravita	gravitare	NOUN
9977	mah	mah	ADJ
9982	ciambella	ciambello	NOUN
9985	valentine	valentino	ADJ
9986	chiedilo	chiedilore	VERB
9991	anita	anita	NOUN
9992	perdero	perderoo	NOUN
9993	teatrale	teatrale	ADJ
9994	discreto	discreto	ADJ
9997	am	am	NOUN
10001	eccessivo	eccessivo	ADJ
10003	vicky	vicky	ADJ
10005	group	group	NOUN
10007	preliminare	preliminare	ADJ
10009	buster	buster	NOUN
10013	dammene	de amm ne	VERB
10014	invidio	invidiare	VERB
10019	omosessuale	omosessuale	ADJ
10020	boccone	bocconeo	NOUN
10022	continuerò	continuerò	VERB
10028	userò	userò	VERB
10030	unirmi	unire mi	VERB
10031	bank	bank	NOUN
10033	sottoterra	sottoterrao	NOUN
10040	piacermi	piacere mi	VERB
10047	condotti	condovere	VERB
10052	operandi	operandi	NOUN
10057	accoltellato	accoltellare	VERB
10060	grandissimo	grando	ADJ
10064	interiore	interiore	ADJ
10068	paulie	paulie	ADJ
10074	ditegli	ditegli	VERB
10075	golden	golden	NOUN
10077	rigido	rigido	ADJ
10079	lamentarti	lamentare ti	VERB
10082	marziali	marziale	ADJ
10084	soglia	sogliare	NOUN
10085	sanchez	sanchez	ADJ
10086	sync	sync	NOUN
10087	firenze	firenza	NOUN
10088	assicuratevi	assicurateve	ADJ
10089	togliersi	togliere si	VERB
10093	guardatevi	guardatevi	VERB
10096	sbrighi	sbrigo	VERB
10101	vocale	vocale	ADJ
10107	comprarmi	comprare mi	VERB
10108	ignorante	ignorante	ADJ
10110	patricia	patricia	NOUN
10111	risiamo	risere	VERB
10117	puntuale	puntuale	ADJ
10118	trovai	trovai	VERB
10119	culturale	culturale	ADJ
10120	sospira	sospirare	VERB
10123	katrina	Katrina	VERB
10127	petra	petrare	ADJ
10128	roosevelt	roosevelte	VERB
10131	insegnarmi	insegnare mi	VERB
10132	ripeterlo	ripetere lo	VERB
10133	televisivo	televisivo	ADJ
10136	puzzolente	puzzolente	ADJ
10146	giudiziario	giudiziario	ADJ
10148	alleato	alleare	NOUN
10156	serbo	serbo	ADJ
10163	vagabondo	vagabondare	VERB
10166	metterle	mettere le	VERB
10171	accidentalmente	accidentalmente	ADV
10174	penseremo	pensere	VERB
10176	giove	giove	NOUN
10179	ladra	Ladra	ADJ
10181	scadente	scadente	ADJ
10182	corvo	Corvo	NOUN
10183	durera	durerare	VERB
10184	canadese	canadese	ADJ
10185	preston	preston	NOUN
10186	proteggerci	proteggere ci	VERB
10190	mastro	Mastro	NOUN
10191	affamata	affamare	VERB
10192	yankee	yankee	NOUN
10193	razionale	razionale	ADJ
10196	intuito	intuire	VERB
10197	imprevedibile	imprevedibile	ADJ
10198	conoscermi	conoscere mi	VERB
10199	bevono	bevono	VERB
10207	smetto	smettare	NOUN
10208	incontriamoci	incontriamoe ci	VERB
10209	renderla	rendere la	VERB
10211	ricordatevi	ricordateve	VERB
10216	hale	hale	ADJ
10220	fidatevi	fidatevi	VERB
10222	royal	royal	NOUN
10223	spietato	spietare	ADJ
10232	esausta	esaustare	VERB
10239	rush	rush	NOUN
10243	continuavo	continuavo	VERB
10244	mostrerò	mostrere	VERB
10247	imparerai	imparere ai	VERB
10248	starci	stare ci	VERB
10251	beva	beva	VERB
10255	spiegami	spiegami	NOUN
10257	mostrarle	mostrare le	VERB
10258	tossicologico	tossicologico	ADJ
10259	portali	portalo	NOUN
10260	edie	edie	NOUN
10262	costringermi	costringere mi	VERB
10265	gracie	gracie	NOUN
10267	perderla	perdere la	VERB
10270	stargate	stargata	NOUN
10276	lilly	lilly	NOUN
10277	chiamala	chiamala	VERB
10280	trattarmi	trattare mi	VERB
10283	darius	darius	NOUN
10284	efficiente	efficiente	ADJ
10287	limonata	limonare	VERB
10289	pamela	pamela	NOUN
10290	sbornia	esssbornie	VERB
10292	arrenderti	arrendere ti	VERB
10296	flint	flint	NOUN
10297	seguirlo	seguire lo	VERB
10298	light	light	ADJ
10304	julien	Julien	NOUN
10309	riportarla	riportare la	VERB
10310	preparativi	preparativo	NOUN
10311	limitato	limitare	VERB
10316	amaro	amaro	ADJ
10318	stressante	stressante	ADJ
10320	yale	yale	ADJ
10324	riserve	riserva	NOUN
10327	rilassarmi	rilassare mi	VERB
10332	sdraiati	sdraiato	ADJ
10333	cary	cary	NOUN
10339	fletcher	fletcher	ADJ
10340	trattarsi	trattare si	VERB
10341	crowley	crowley	NOUN
10350	ei	ei	VERB
10351	donny	donny	NOUN
10353	prue	prue	VERB
10354	insegnarti	insegnare ti	VERB
10355	feloreena	feloreeno	ADJ
10358	cerasa	Cerasa	NOUN
10360	fish	fish	NOUN
10361	svegliarsi	svegliare si	VERB
10366	numerosi	numeroso	ADJ
10368	fingi	fingi	VERB
10369	luminoso	luminoso	ADJ
10373	vivrai	vivre ai	VERB
10374	dillon	dillon	VERB
10375	accettabile	accettabile	ADJ
10376	concentrarsi	concentrare si	VERB
10377	immenso	immenso	ADJ
10381	queens	queens	ADJ
10386	diventero	diventero	VERB
10388	fermera	fermerare	NOUN
10389	sentirei	sentirei	VERB
10390	oswald	oswald	NOUN
10394	permettetemi	permettetemi	VERB
10395	togliamo	toglere	VERB
10397	clarence	clarence	ADJ
10398	who	who	ADJ
10399	vesti	veste	NOUN
10402	mangiarlo	mangiare lo	VERB
10404	darla	dare la	VERB
10409	lyon	Lyon	NOUN
10412	imperiale	imperiale	ADJ
10415	tornassi	tornassi	VERB
10419	lamenta	lamentare	VERB
10420	muto	muto	ADJ
10423	lamento	lamentare	NOUN
10425	addominali	addominale	ADJ
10427	allontanarsi	allontanare si	VERB
10428	ammalato	ammalare	VERB
10430	abbassate	abbassato	ADJ
10432	scozzese	scozzese	ADJ
10433	condizionale	condizionale	ADJ
10436	sposate	sposato	ADJ
10437	disgraziato	disgraziato	ADJ
10444	riggs	riggs	ADJ
10447	arrabbi	arrabbi	VERB
10451	spaventarti	spaventare ti	VERB
10452	introdotto	introdurre	VERB
10458	convocato	convocare	VERB
10459	right	right	NOUN
10460	lamentarsi	lamentare si	VERB
10461	sposarla	sposare la	VERB
10469	difendersi	difendere si	VERB
10470	mancherà	manchare	VERB
10472	aprirlo	aprire lo	VERB
10473	rompi	rompi	VERB
10476	graziosa	grazioso	ADJ
10480	ricorderai	ricorderare	VERB
10485	sconvolgente	sconvolgente	ADJ
10489	canaglia	canagliare	NOUN
10490	promettente	promettente	ADJ
10493	nevada	Nevada	NOUN
10494	turk	turk	ADJ
10495	stressato	stressare	VERB
10496	amatoriale	amatoriale	ADJ
10497	strambo	strambo	ADJ
10498	esecutivo	esecutivo	ADJ
10500	see	see	ADJ
10504	theresa	therendere	NOUN
10514	vicki	vicki	ADV
10516	mettetelo	mettetelo	VERB
10517	suicidi	suicida	NOUN
10523	aspirina	aspirinare	NOUN
10524	cassidy	cassidy	VERB
10525	invano	invano	ADV
10530	lieve	lieve	ADJ
10533	picchia	picchia	VERB
10535	emmett	emmett	NOUN
10537	attico	attico	ADJ
10538	lasciassi	Lasciassi	VERB
10541	continuerai	continuerai	VERB
10549	bigliettoni	bigliettone	NOUN
10550	minimamente	minimamente	ADV
10553	fatela	fatela	VERB
10554	spa	spa	ADJ
10555	diffuso	diffuso	VERB
10559	colpirmi	colpire mi	VERB
10561	passerò	passerò	VERB
10562	sawyer	sawyer	NOUN
10564	dadi	dado	NOUN
10566	from	from	NOUN
10576	paracadute	paracaduteo	NOUN
10578	cook	cook	NOUN
10580	tenetelo	tenetelo	VERB
10581	dimentichiamo	dimentichere	VERB
10582	ade	ade	ADJ
10586	christy	christy	VERB
10588	lila	Lila	NOUN
10591	how	how	NOUN
10595	palm	palm	NOUN
10597	umiliato	umiliare	VERB
10601	satellitare	satellitare	ADJ
10603	rintracciarlo	rintracciare lo	VERB
10613	gabi	gabo	ADJ
10627	assicurero	assicurero	ADJ
10628	guardatelo	guardatelo	NOUN
10630	intruso	intruso	ADJ
10631	goccio	goccio	VERB
10636	costiera	costiero	ADJ
10638	psicologico	psicologico	ADJ
10641	esausto	esausto	ADJ
10644	league	leaguo	ADV
10645	interamente	interamente	ADV
10646	fiumi	fiume	NOUN
10648	pensateci	pensateci	VERB
10651	viscido	viscido	ADJ
10652	bugiardi	bugiarde	NOUN
10659	frego	frego	VERB
10661	suocera	suocerae	NOUN
10664	cadde	cadde	VERB
10666	minestra	Minestra	NOUN
10671	daresti	daredere	VERB
10673	we'	we	NOUN
10674	commovente	commovere	ADJ
10682	tribu	tribu	NOUN
10685	vivace	vivace	ADJ
10693	yard	yard	NOUN
10694	sottosopra	sottosopra	ADV
10698	ip	ip	NOUN
10701	kensi	Kensi	NOUN
10702	conoscerci	conoscere ci	VERB
10703	armstrong	armstrong	NOUN
10705	abraham	abrahamo	NOUN
10711	illegalmente	illegalmente	ADV
10712	recluta	reclutare	VERB
10714	heart	heart	NOUN
10715	fesso	fesso	ADJ
10717	venderla	vendere la	VERB
10718	ricordami	ricordamere	VERB
10719	minorenne	minorenne	ADJ
10720	sookie	sookie	NOUN
10722	was	was	NOUN
10723	finiranno	finiere	VERB
10724	ritirarsi	ritirare si	VERB
10729	mentalmente	mentalmente	ADV
10733	matthews	matthews	NOUN
10735	dead	dead	NOUN
10737	sterling	Sterling	NOUN
10739	potevate	potevare	VERB
10742	sub	sub	NOUN
10743	sentirci	sentire ci	VERB
10744	lawson	lawson	VERB
10752	mannaro	Mannaro	ADJ
10754	volontariamente	volontariamente	ADV
10755	infiltrato	infiltrare	VERB
10758	mars	Mars	NOUN
10759	town	town	NOUN
10762	alias	alias	NOUN
10763	senior	senior	ADJ
10764	pantaloncini	pantaloncino	NOUN
10765	sederci	sedere ci	VERB
10767	bisturi	bisturi	VERB
10771	piango	piangare	VERB
10772	matrimoniale	Matrimoniale	ADJ
10775	ziva	zivo	ADJ
10779	rilassarsi	rilassare si	VERB
10785	russ	Russ	NOUN
10786	morirete	morirere	VERB
10791	disk	disk	NOUN
10793	atomica	atomico	ADJ
10794	lasciarsi	lasciare si	VERB
10795	sfuggita	sfuggitare	VERB
10797	napoleone	napoleone	NOUN
10798	dopodiche	dopodico	ADJ
10799	guidatore	guidatore	NOUN
10801	figure	figura	NOUN
10804	sedili	sedilo	NOUN
10805	coroner	coronere	NOUN
10806	pento	pento	NOUN
10807	schiacciato	schiacciare	VERB
10809	storiella	storiello	ADJ
10812	tirarla	tirare la	VERB
10814	ascoltarti	ascoltare ti	VERB
10823	artistico	artistico	ADJ
10828	chiedessi	chiedessare	VERB
10830	sanguina	sanguina	VERB
10836	seal	seal	NOUN
10837	rimpianti	rimpiante	NOUN
10838	interpol	interpol	VERB
10842	bloom	Bloom	NOUN
10849	perderò	perderò	VERB
10853	gigantesco	gigantesco	ADJ
10854	universale	universale	ADJ
10856	lina	lina	NOUN
10857	felicity	felicity	NOUN
10858	prendetevi	prendetee vi	VERB
10863	orfani	orfani	ADJ
10864	apollo	apollo	NOUN
10866	tobias	tobias	VERB
10868	creek	creek	NOUN
10875	diventeremo	diventeere	VERB
10876	apertamente	apertamente	ADV
10877	cambiarlo	cambiare lo	VERB
10882	poteste	potesta	NOUN
10885	live	live	NOUN
10889	feroce	feroce	ADJ
10891	pigro	pigro	ADJ
10892	malvagi	malvagi	NOUN
10895	buddha	Buddha	NOUN
10898	raccogli	raccogre li	VERB
10900	morbido	morbido	ADJ
10903	ko	ko	NOUN
10908	cambiarti	cambiare ti	VERB
10909	specialita	specialire	VERB
10912	mostrarvi	mostrare vi	VERB
10915	richmond	richmond	VERB
10919	reality	reality	NOUN
10921	cruciale	cruciale	ADJ
10922	gradirei	gradire	VERB
10923	mangeremo	mangere	VERB
10925	confidenziale	confidenziale	ADJ
10930	spiccioli	spicciolo	ADJ
10933	indice	indire	VERB
10934	subs	subs	NOUN
10937	consentito	consentire	VERB
10941	moriamo	morare	VERB
10942	dimesso	dimettere	VERB
10944	desolato	desolato	ADJ
10947	tuono	tuonare	VERB
10948	ricoperto	ricoprire	VERB
10949	facevate	facevare	VERB
10954	walsh	Walsh	NOUN
10964	startene	stare ti ne	VERB
10968	nascondo	nascondo	VERB
10969	fuggitivo	fuggitivo	ADJ
10970	fire	fire	NOUN
10973	continuero	continueroo	NOUN
10974	sigari	sigario	NOUN
10976	banane	banana	NOUN
10977	ethel	ethel	VERB
10985	riuscirete	riusciere	VERB
10986	prendessi	prendessi	VERB
10995	fondamentalmente	fondamentalmente	ADV
10998	lascerei	Lascerei	VERB
10999	frustrante	frustrante	ADJ
11000	vivremo	vivremo	VERB
11003	comprarti	comprare ti	VERB
11005	passarmi	passare mi	VERB
11012	fateci	fateci	NOUN
11015	seol	seol	ADJ
11018	cambieranno	cambiere	VERB
11023	riferivo	riferivo	VERB
11025	stiles	stiles	NOUN
11027	wright	wright	NOUN
11028	mettervi	mettere vi	VERB
11030	sovietica	sovietico	ADJ
11036	palcoscenico	palcoscenico	ADJ
11038	design	design	NOUN
11041	vargas	vargas	NOUN
11042	arrestarlo	arrestare lo	VERB
11045	fncomic	fncomic	ADJ
11047	usarli	usare li	VERB
11050	penelope	penelope	VERB
11051	matura	Matura	NOUN
11052	uccidersi	uccidere si	VERB
11053	presuntuoso	presuntuoso	ADJ
11055	trovarvi	trovare vi	VERB
11056	butler	butler	NOUN
11057	shelley	shelley	NOUN
11059	stanford	Stanford	NOUN
11065	aspettatemi	aspettatemi	VERB
11067	hospital	hospital	NOUN
11069	chiamerai	chiamerare	VERB
11071	riempie	riempie	VERB
11073	columbia	Columbia	NOUN
11079	esplode	esplode	VERB
11081	pensavate	pensavare	VERB
11083	riposarti	riposare ti	VERB
11087	modifiche	modifica	NOUN
11095	milton	milton	NOUN
11097	otis	otise	ADV
11098	convincerti	convincere ti	VERB
11099	orrenda	orrendo	ADJ
11101	week	week	NOUN
11104	sky	sky	NOUN
11106	trump	trump	NOUN
11109	trey	trey	NOUN
11112	ottengo	ottengere	VERB
11114	innocuo	innocuo	ADJ
11117	jody	Jody	NOUN
11118	regia	regiare	VERB
11120	arturo	arturo	NOUN
11123	joanna	joanna	NOUN
11124	mettiamola	mettiamola	VERB
11126	lockhart	Lockhart	ADJ
11127	martinez	Martinez	NOUN
11129	stupefacente	stupefacente	ADJ
11130	school	School	NOUN
11131	percepisco	percepisco	VERB
11136	hawkins	hawkins	NOUN
11137	stanton	stanton	NOUN
11138	evie	evie	NOUN
11141	visibile	visibile	ADJ
11142	forense	forense	ADJ
11148	fiammiferi	fiammifere	NOUN
11149	consapevolezza	consapevolezzare	NOUN
11160	mandarla	mandare la	VERB
11165	w	w	NOUN
11169	bin	bin	NOUN
11170	cora	cora	ADV
11171	magnetica	magnetico	ADJ
11174	patterson	patterson	NOUN
11177	insisti	insisto	ADJ
11179	tori	tore	NOUN
11184	nasconderci	nascondere ci	VERB
11186	zoccola	zoccola	VERB
11189	barrett	Barrett	VERB
11192	sposerai	sposerai	VERB
11194	ascoltarla	ascoltare la	VERB
11195	scusarci	scusare ci	VERB
11197	arriverai	arrivere ai	VERB
11199	sentirtelo	sentirtelo	VERB
11201	ferirti	ferire ti	VERB
11203	promemoria	promemoriao	NOUN
11204	dormivo	dormivo	ADJ
11205	weaver	weavere	NOUN
11206	diventiamo	diventire	VERB
11209	mississippi	mississipre pi	NOUN
11210	sissignora	sissignora	ADV
11211	eliot	eliot	VERB
11212	stacey	stacey	NOUN
11214	occuparmene	occupare me ne	VERB
11220	parassiti	parassito	NOUN
11221	stringi	stringre	VERB
11222	statemi	statema	VERB
11224	spenta	spengere	VERB
11226	finirò	finirò	VERB
11228	fast	fast	ADJ
11230	affermativo	affermativo	ADJ
11235	natasha	natase ha	ADJ
11236	mateo	mateo	NOUN
11238	chet	chet	NOUN
11242	diverti	divertare	VERB
11243	billie	billie	NOUN
11248	distruggerlo	distruggere lo	VERB
11249	ball	ball	NOUN
11251	giuri	giure	NOUN
11252	colpirlo	colpire lo	VERB
11259	supremo	supremo	ADJ
11260	shot	shot	NOUN
11261	two	two	NOUN
11264	riconoscente	riconoscente	ADJ
11270	diamogli	diamoglio	VERB
11275	porsche	porsca	NOUN
11276	alcolizzato	alcolizzare	VERB
11278	impotente	impotente	ADJ
11280	frederick	frederick	NOUN
11281	portiamolo	portiamolo	VERB
11284	macchiato	macchiare	ADJ
11286	eduardo	eduardo	NOUN
11288	botto	Botto	NOUN
11289	prestarmi	prestare mi	VERB
11290	indistinto	indistinto	ADJ
11292	avercela	avercelae	VERB
11293	odino	odare	NOUN
11294	vestirmi	vestire mi	VERB
11297	lasciarvi	lasciare vi	VERB
11304	severo	severo	ADJ
11309	groot	groot	NOUN
11310	protegga	protegga	VERB
11313	sbarazzarsi	sbarazzare si	VERB
11316	dimentichero	dimentichero	ADJ
11321	decisa	deciso	ADJ
11325	bird	bird	NOUN
11329	beta	beta	ADV
11331	incosciente	incosciente	ADJ
11332	offrirvi	offrire vi	VERB
11338	attratta	attrattare	VERB
11339	paghera	paghera	VERB
11340	dilettante	dilettante	ADJ
11343	benedetta	benedetto	ADJ
11344	inaspettato	inaspettato	ADJ
11345	pazzoide	pazzoide	NOUN
11347	dolly	dolly	NOUN
11351	cappuccino	cappuccare	NOUN
11353	volermi	volere mi	VERB
11357	diarrea	diarreo	NOUN
11359	direte	direre	VERB
11361	ernesto	Ernesto	NOUN
11362	justine	justine	NOUN
11364	boyle	boyle	ADJ
11368	presunto	presunto	VERB
11371	giurati	giurato	NOUN
11372	casalinga	casalingo	ADJ
11376	portafortuna	portafortuno	NOUN
11377	jerome	jerome	NOUN
11378	pi	po	VERB
11382	proteggi	proteggio	VERB
11383	daffodils	daffodils	VERB
11386	accogliente	accogliente	ADJ
11390	drammatico	drammatico	ADJ
11396	betsy	Betsy	NOUN
11397	qualcosina	qualcosina	NOUN
11398	concentriamoci	concentriamoci	VERB
11400	matrigna	Matrigna	NOUN
11401	iii	iii	ADJ
11405	collera	collera	NOUN
11414	es	es	NOUN
11416	prince	prince	NOUN
11422	iron	iron	NOUN
11424	clayton	Clayton	NOUN
11425	dark	dark	ADJ
11435	avvicinarmi	avvicinare mi	VERB
11439	general	general	ADJ
11441	spence	spence	VERB
11442	volontaria	volontario	ADJ
11446	ventre	ventre	ADV
11447	mercurio	mercurio	NOUN
11450	irresponsabile	irresponsabile	ADJ
11454	josie	Josie	NOUN
11455	alma	almare	VERB
11460	prepariamo	preparere	VERB
11464	componenti	componente	NOUN
11466	sentissi	sentissare	VERB
11467	segretamente	segretamente	ADV
11470	cristalli	cristalle	NOUN
11472	ucciderei	uccidere ei	VERB
11474	tasha	Tasha	VERB
11475	spaventarmi	spaventare mi	VERB
11476	make	make	NOUN
11477	plausibile	plausibile	ADJ
11481	wanda	Wanda	NOUN
11483	bleah	bleah	ADV
11487	sfido	sfido	VERB
11489	sti	sti	ADJ
11490	butch	butch	NOUN
11491	jasmine	Jasmine	NOUN
11496	continuera	continuera	NOUN
11497	polie'	polie	ADJ
11498	stewie	stewiee	VERB
11503	arrivassi	arrivassi	VERB
11504	vance	vancia	NOUN
11505	calmarmi	calmare mi	VERB
11508	panda	pandere	NOUN
11510	nova	novo	ADJ
11513	giriamo	girere	VERB
11517	stà	stàre	VERB
11518	consideralo	consideralo	VERB
11520	kentucky	Kentucky	NOUN
11523	esistito	esistire	VERB
11526	costera	costerare	NOUN
11528	station	station	NOUN
11529	concreto	concreto	ADJ
11531	demgirl	demgirl	ADJ
11533	vergognarsi	vergognare si	VERB
11536	compatibile	compatibile	ADJ
11538	call	call	NOUN
11539	geme	geme	VERB
11542	olandese	olandese	ADJ
11543	woods	Woods	NOUN
11547	sex	sex	NOUN
11550	temporaneamente	temporaneamente	ADV
11555	potersi	potere si	VERB
11559	dude	dudee	NOUN
11560	colpiscilo	colpiscilo	VERB
11562	messicana	Messicana	ADJ
11567	ducky	ducky	NOUN
11568	diplomatico	diplomatico	ADJ
11572	union	union	NOUN
11573	boo	boo	NOUN
11576	fotte	fotte	VERB
11579	attenda	attenda	VERB
11581	negarlo	negare lo	VERB
11585	orlando	orlare	VERB
11587	ambizioso	ambizioso	ADJ
11597	indispensabile	indispensabile	ADJ
11598	cimici	cimico	NOUN
11599	farglielo	fargle ie lo	VERB
11600	warner	Warner	NOUN
11601	tomas	tomas	NOUN
11602	dolcemente	dolcemente	ADV
11610	gestisco	gestiscare	VERB
11615	chiamerei	chiamerei	VERB
11618	antidroga	antidrogare	NOUN
11621	paranoia	paranoiae	NOUN
11622	intellettuale	intellettuale	ADJ
11623	futuri	futurare	ADJ
11624	ditelo	ditelo	VERB
11629	banks	banks	NOUN
11630	licenzio	licenzio	NOUN
11632	colpiscimi	colpiscimi	ADJ
11637	terminale	terminale	ADJ
11638	fissi	fissi	ADJ
11644	ampio	ampio	ADJ
11646	aspirapolvere	aspirapolvere	VERB
11649	scoparti	scoparto	NOUN
11653	power	power	NOUN
11655	fiscale	fiscale	ADJ
11657	fuller	fuller	NOUN
11658	grady	grady	NOUN
11659	cottage	cottage	NOUN
11662	grimm	grimm	ADJ
11666	rendete	rendete	VERB
11671	specializzato	specializzato	ADJ
11674	giovanile	giovanile	ADJ
11675	bad	bad	NOUN
11677	figliola	figliola	ADJ
11680	trasferirti	trasferire ti	VERB
11683	sabine	sabina	NOUN
