rank	original	lemma	POS	tag
878	michael	Michael	PROPN	SP
879	alcune	alcuno	DET	PI
880	semplicemente	semplicemente	ADV	B
881	zio	zio	NOUN	S
882	centro	centro	NOUN	S
883	specie	specie	NOUN	B
884	mille	mille	NUM	N
885	sogno	sogno	NOUN	S
886	lasci	lascare	VERB	V
887	carino	carino	ADJ	A
888	doveva	dovere	VERB	VM
889	brutto	brutto	ADJ	A
890	nello	in il	ADP	E_RD
891	aspetti	aspetto	NOUN	S
892	incredibile	incredibile	ADJ	A
893	sole	sole	NOUN	S
894	glielo	gli lo	PRON	PC_PC
895	legge	legge	NOUN	S
896	spesso	spesso	ADV	B
897	guardate	guardare	VERB	V
898	cambiato	cambiare	VERB	V
899	scena	scena	NOUN	S
900	volevi	volevi	VERB	V
901	charlie	Charlie	PROPN	SP
902	lasciami	lasciare mi	NOUN	V_PC
903	gentile	gentile	ADJ	A
904	rispetto	rispetto	ADV	B
905	ve	ve	PRON	B
906	fara	farare	VERB	V
907	zitto	ziggere	NOUN	SW
908	incontro	incontro	NOUN	S
909	farà	fare	VERB	V
910	servono	servire	VERB	V
911	rapporto	rapporto	NOUN	S
912	errore	errore	NOUN	S
913	mike	Mike	PROPN	SP
914	sanno	sapere	VERB	V
915	pagare	pagare	VERB	V
916	sorpresa	sorprendere	NOUN	S
917	occhiata	occhiare	NOUN	S
918	risposta	risposta	NOUN	S
919	presa	prendere	VERB	V
920	servizio	servizio	NOUN	S
921	medico	medico	NOUN	S
922	usato	usare	VERB	V
923	hey	hey	NOUN	S
924	caro	caro	ADJ	A
925	schifo	schifo	NOUN	S
926	avrai	avere	VERB	V_PC
927	dolore	dolore	NOUN	S
928	saresti	saresto	NOUN	S
929	personale	personale	ADJ	S
930	quali	quale	PRON	E
931	saro	saro	VERB	V
932	peggio	peggio	ADV	B
933	addio	addio	NOUN	S
934	addosso	addosso	ADV	B
935	dovevo	dovere	VERB	VM
936	poteva	potere	VERB	VM
937	pieno	pieno	ADJ	A
938	diverso	diverso	ADJ	A
939	vestiti	vestito	NOUN	S
940	sparato	sparare	VERB	V
941	realtà	realtà	NOUN	S
942	do	do	ADV	B
943	sarò	essere	VERB	V
944	normale	normale	ADJ	A
945	fame	fama	NOUN	S
946	programma	programma	NOUN	S
947	nonna	nonno	NOUN	S
948	sappia	sappia	VERB	V
949	sembrava	sembrare	VERB	V
950	migliori	migliore	ADJ	A
951	notizie	notizia	NOUN	S
952	avevamo	avere	VERB	VA
953	riesci	riesci	VERB	V
954	posizione	posizione	NOUN	S
955	vengo	venire	VERB	V
956	rimanere	rimanere	VERB	V
957	compagnia	compagnia	NOUN	S
958	proposito	proposito	NOUN	S
959	farci	fare ci	VERB	V_PC
960	joe	Joe	PROPN	SP
961	ricorda	ricordare	VERB	V
962	frank	frank	NOUN	SP
963	prende	prendere	VERB	V
964	tante	tanto	DET	DI
965	avevano	avere	VERB	VA
966	arrivando	arrivare	VERB	V
967	chiuso	chiudere	VERB	V
968	terribile	terribile	ADJ	A
969	ritardo	ritardo	NOUN	S
970	attento	attento	ADJ	A
971	bar	bar	NOUN	S
972	sembri	sembrare	VERB	V
973	fallo	fallo	NOUN	S
974	dimenticato	dimenticare	VERB	V
975	bisogna	bisognare	VERB	V
976	impossibile	impossibile	ADJ	A
977	cioè	cioè	ADV	B
978	studio	studio	NOUN	S
979	stessi	stesso	ADJ	A
980	arma	arma	NOUN	S
981	conosce	conoscere	VERB	V
982	uscita	uscita	NOUN	S
983	ii	ii	ADJ	NO
984	fin	fino	ADV	B
985	disse	dire	VERB	V
986	david	David	PROPN	SP
987	vattene	vattene	VERB	V_PC
988	quante	quanto	DET	DQ
989	guai	guaio	NOUN	S
990	intorno	intorno	ADV	B
991	video	video	NOUN	S
992	manca	mancare	VERB	V
993	esserci	essere ci	VERB	V_PC
994	grosso	grosso	ADJ	A
995	tanti	tanto	DET	PI
996	dolce	dolce	ADJ	S
997	chiave	chiave	NOUN	S
998	cervello	cervello	NOUN	S
999	coraggio	coraggio	NOUN	S
1000	interessante	interessante	ADJ	A
1001	peccato	peccato	NOUN	S
1002	questione	questione	NOUN	S
1003	adoro	adorare	VERB	V
1004	aereo	aereo	NOUN	S
1005	guardi	guardare	VERB	V
1006	rubato	rubare	VERB	V
1007	sala	sala	NOUN	S
1008	base	base	NOUN	S
1009	peter	Peter	PROPN	SP
1010	george	George	PROPN	SP
1011	sette	sette	NUM	N
1012	sente	sentire	VERB	V
1013	compleanno	compleanno	NOUN	S
1014	potrebbero	potere	VERB	VM
1015	relazione	relazione	NOUN	S
1016	cliente	cliente	NOUN	S
1017	spalle	spalla	NOUN	S
1018	seconda	secondo	ADJ	NO
1019	parti	parte	NOUN	S
1020	vale	valere	VERB	V
1021	qualcun	qualcuno	DET	PI
1022	diritto	diritto	NOUN	S
1023	sicuramente	sicuramente	ADV	B
1024	appartamento	appartamento	NOUN	S
1025	pranzo	pranzo	NOUN	S
1026	saremo	saremo	VERB	V
1027	denaro	denaro	NOUN	S
1028	riuscito	riuscire	VERB	V
1029	continuare	continuare	VERB	V
1030	serata	serata	NOUN	S
1031	nero	nero	ADJ	A
1032	vestito	vestire	VERB	V
1033	carta	carta	NOUN	S
1034	ex	ex	ADJ	A
1035	dottoressa	dottoresse	NOUN	S
1036	bastardo	Bastardo	NOUN	S
1037	potevo	potere	VERB	VM
1038	iniziare	iniziare	VERB	V
1039	lavora	lavorare	VERB	V
1040	otto	otto	NUM	N
1041	conosciuto	conoscere	VERB	V
1042	zona	zona	NOUN	S
1043	stavi	stavi	VERB	VA
1044	intendo	intendere	VERB	V
1045	negozio	negozio	NOUN	S
1046	trovo	trovare	VERB	V
1047	aspettando	aspettare	VERB	V
1048	partita	partire	NOUN	S
1049	tv	tv	NOUN	S
1050	spazio	spazio	NOUN	S
1051	andra	andra	VERB	V
1052	notizia	notizia	NOUN	S
1053	tempi	tempo	NOUN	S
1054	linea	linea	NOUN	S
1055	james	James	PROPN	SP
1056	riguarda	riguardare	VERB	V
1057	soli	solo	ADJ	A
1058	parliamo	parlare	VERB	V
1059	uh	uhre	VERB	RI
1060	poliziotto	poliziotto	NOUN	S
1061	scappare	scappare	VERB	V
1062	fronte	fronte	NOUN	S
1063	vinto	vincere	VERB	V
1064	averlo	avere lo	VERB	V_PC
1065	tranquillo	tranquillo	ADJ	A
1066	silenzio	silenzio	NOUN	S
1067	andati	andare	VERB	V
1068	fossero	essere	VERB	V
1069	simile	simile	ADJ	A
1070	pezzi	pezzo	NOUN	S
1071	calma	calma	NOUN	S
1072	santo	santo	NOUN	S
1073	ricerca	ricerca	NOUN	S
1074	pena	pena	NOUN	S
1075	aspettate	aspettare	VERB	V
1076	stesse	stesso	PRON	PD
1077	esiste	esistere	VERB	V
1078	scoprire	scoprire	VERB	V
1079	altrimenti	altrimenti	ADV	B
1080	diceva	dire	VERB	V
1081	luogo	luogo	NOUN	S
1082	lettera	lettera	NOUN	S
1083	vive	vivere	VERB	V
1084	salvare	salvare	VERB	V
1085	canzone	canzone	NOUN	S
1086	vengono	venire	VERB	VA
1087	pubblico	pubblico	ADJ	A
1088	senta	sentire	VERB	V
1089	corso	correre	VERB	S
1090	henry	Henry	PROPN	SP
1091	regalo	regalo	NOUN	S
1092	sentite	sentire	VERB	V
1093	rimasto	rimanere	VERB	V
1094	lavorando	lavorare	VERB	V
1095	né	né	CCONJ	CC
1096	scherzando	scherzare	VERB	V
1097	stamattina	stamattina	ADV	B
1098	missione	missione	NOUN	S
1099	test	test	NOUN	S
1100	salute	salute	NOUN	S
1101	farebbe	fare	VERB	V
1102	scelto	scegliere	VERB	V
1103	dura	durare	VERB	V
1104	computer	computer	NOUN	S
1105	stupida	stupido	ADJ	A
1106	avremmo	avere	VERB	VA
1107	aiutarti	aiutare ti	VERB	V_PC
1108	contatto	contatto	NOUN	S
1109	pericolo	pericolo	NOUN	S
1110	entro	entro	ADP	E
1111	parlo	parlare	VERB	V
1112	alex	alex	PROPN	SP
1113	freddo	freddo	ADJ	A
1114	triste	triste	ADJ	A
1115	promesso	promettere	VERB	V
1116	esercito	esercito	NOUN	S
1117	america	America	PROPN	SP
1118	ultimi	ultimo	ADJ	NO
1119	trovi	trovare	VERB	V
1120	dunque	dunque	ADV	B
1121	guardia	guardia	NOUN	S
1122	jane	Jane	PROPN	SP
1123	infatti	infatti	ADV	B
1124	possibilita	possibilita	NOUN	S
1125	intendi	intendi	VERB	V
1126	fbi	fbi	NOUN	SP
1127	casino	casino	NOUN	S
1128	buonanotte	buonanotte	NOUN	SW
1129	caccia	cacciare	NOUN	S
1130	gay	gay	ADJ	A
1131	arrivata	arrivare	VERB	V
1132	lavori	lavoro	NOUN	S
1133	max	max	X	SW
1134	certamente	certamente	ADV	B
1135	regole	regola	NOUN	S
1136	vostre	vostro	PRON	PE
1137	dovrai	dovrai	VERB	V_PC
1138	secondi	secondo	NOUN	S
1139	ballo	ballo	NOUN	S
1140	ascoltami	ascoltami	VERB	V_PC
1141	birra	birra	NOUN	S
1142	ovunque	ovunque	ADV	B
1143	club	club	NOUN	S
1144	paul	paul	PROPN	SP
1145	arrivati	arrivare	VERB	V
1146	governo	governo	NOUN	S
1147	bellissima	bello	ADJ	A
1148	oro	oro	NOUN	S
1149	duro	duro	ADJ	A
1150	cucina	cucina	NOUN	S
1151	decisione	decisione	NOUN	S
1152	anima	anima	NOUN	S
1153	forma	formare	NOUN	S
1154	tornata	tornare	VERB	V
1155	esempio	esempio	NOUN	S
1156	incontrato	incontrare	VERB	V
1157	occasione	occasione	NOUN	S
1158	stanotte	stanotte	NOUN	S
1159	porti	portare	VERB	S
1160	droga	droga	NOUN	S
1161	possibilità	possibilità	NOUN	S
1162	cellulare	cellulare	ADJ	A
1163	necessario	necessario	ADJ	A
1164	avremo	avere	VERB	V
1165	ferma	fermare	VERB	V
1166	borsa	borsa	NOUN	S
1167	prometto	promettare	VERB	V
1168	palle	palla	NOUN	S
1169	nonno	nonno	NOUN	S
1170	piena	pieno	ADJ	A
1171	attacco	attacco	NOUN	S
1172	dagli	da il	ADP	E_RD
1173	affatto	affatto	ADV	B
1174	colpito	colpire	VERB	V
1175	salvato	salvare	VERB	V
1176	siediti	siedire	VERB	V
1177	reale	reale	ADJ	A
1178	comprare	comprare	VERB	V
1179	inferno	inferno	NOUN	S
1180	parlarne	parlare ne	VERB	V_PC
1181	diciamo	dire	VERB	V
1182	regina	regina	NOUN	S
1183	carina	carino	ADJ	A
1184	aperto	aprire	VERB	V
1185	brutta	brutto	ADJ	A
1186	braccio	braccio	NOUN	S
1187	fermati	fermare	VERB	V
1188	stavamo	stare	VERB	VA
1189	crimine	crimine	NOUN	S
1190	andrà	andare	VERB	V
1191	chiesa	chiesa	NOUN	S
1192	effetti	effetto	NOUN	S
1193	tenente	tenente	NOUN	S
1194	sapevi	sapevere	VERB	V
1195	scrivere	scrivere	VERB	V
1196	scommetto	scommettare	VERB	V
1197	paziente	paziente	NOUN	S
1198	scarpe	scarpa	NOUN	S
1199	danny	danny	NOUN	S
1200	livello	livello	NOUN	S
1201	fermi	fermo	ADJ	A
1202	ia	ia	VERB	NO
1203	lunga	lungo	ADJ	A
1204	mentito	mentire	VERB	V
1205	viva	vivere	ADJ	A
1206	spettacolo	spettacolo	NOUN	S
1207	usa	usare	VERB	V
1208	visita	visita	NOUN	S
1209	alcun	alcuno	DET	DI
1210	sarah	Sarah	PROPN	SP
1211	precedenti	precedente	ADJ	A
1212	diventato	diventare	VERB	V
1213	mica	mica	ADV	BN
1214	sinistra	sinistra	NOUN	S
1215	percio	percio	ADV	B
1216	processo	processo	NOUN	S
1217	mare	mare	NOUN	S
1218	direttore	direttore	NOUN	S
1219	intelligente	intelligente	ADJ	A
1220	mary	Mary	PROPN	SP
1221	rende	rendere	VERB	V
1222	comprato	comprare	VERB	V
1223	classe	classe	NOUN	S
1224	ehm	ehm	VERB	PE
1225	cambio	cambio	NOUN	S
1226	scorsa	scorso	ADJ	A
1227	farla	fare lo	VERB	V_PC
1228	bianco	Bianco	ADJ	A
1229	tavolo	tavolo	NOUN	S
1230	stagione	stagione	NOUN	S
1231	dite	dire	VERB	V
1232	nick	nick	NOUN	S
1233	dannazione	dannazione	NOUN	S
1234	cavallo	cavallo	NOUN	S
1235	sergente	sergente	NOUN	S
1236	incinta	incinto	ADJ	PI
1237	rotto	rompere	VERB	V
1238	aiuti	aiuto	NOUN	S
1239	episodio	episodio	NOUN	S
1240	rispondere	rispondere	VERB	V
1241	contento	contento	ADJ	A
1242	conoscere	conoscere	VERB	V
1243	inglese	inglese	NOUN	S
1244	volo	volo	NOUN	S
1245	attraverso	attraverso	ADP	E
1246	riesce	riuscire	VERB	V
1247	differenza	differenza	NOUN	S
1248	apri	aprire	VERB	V
1249	passi	passo	NOUN	S
1250	uscito	uscire	VERB	V
1251	coi	con il	ADP	E_RD
1252	codice	codice	NOUN	S
1253	lato	lato	NOUN	S
1254	hotel	hotel	NOUN	S
1255	maggiore	maggiore	ADJ	A
1256	farsi	fare si	VERB	V_PC
1257	uniti	Uniti	PROPN	SP
1258	trovata	trovare	VERB	V
1259	eccolo	eccolo	ADV	B_PC
1260	carne	carne	NOUN	S
1261	lavorato	lavorare	VERB	V
1262	star	stare	VERB	V
1263	umano	umano	ADJ	A
1264	certa	certo	ADJ	A
1265	miglior	migliore	ADJ	A
1266	averti	avere ti	VERB	VA_PC
1267	de	di	ADP	E
1268	pagato	pagare	VERB	V
1269	libera	liberare	ADJ	A
1270	avrà	avere	VERB	V
1271	vorrebbe	volere	VERB	VM
1272	caldo	caldo	ADJ	S
1273	pelle	pelle	NOUN	S
1274	interno	interno	ADJ	A
1275	temo	temere	VERB	V
1276	leggere	leggere	VERB	V
1277	comandante	comandante	NOUN	S
1278	cerco	cercare	VERB	V
1279	avrebbero	avere	VERB	VA
1280	pomeriggio	pomeriggio	NOUN	S
1281	documenti	documento	NOUN	S
1282	farei	fare	VERB	V
1283	giudice	giudice	NOUN	S
1284	mostro	mostro	NOUN	S
1285	destra	destro	ADJ	A
1286	luna	luna	NOUN	S
1287	ringrazio	ringraziare	VERB	V
1288	guardando	guardare	VERB	V
1289	pericoloso	pericoloso	ADJ	A
1290	buone	buono	ADJ	A
1291	affare	affare	NOUN	S
1292	figliolo	figliolo	NOUN	S
1293	jake	Jake	PROPN	SP
1294	vino	vino	NOUN	S
1295	passa	passare	VERB	V
1296	presente	presente	ADJ	A
1297	ordini	ordine	NOUN	S
1298	arrivederci	arrivedere ci	VERB	V_PC
1299	caffè	caffè	NOUN	S
1300	barca	barca	NOUN	S
1301	maledizione	maledizione	NOUN	S
1302	nuovi	nuovo	ADJ	A
1303	vederlo	vedere lo	VERB	V_PC
1304	lezione	lezione	NOUN	S
1305	intero	intero	ADJ	A
1306	dia	dare	VERB	V
1307	partire	partire	VERB	V
1308	venuti	venere	VERB	V
1309	sogni	sogno	NOUN	S
1310	chiedendo	chiedere	VERB	V
1311	alta	alto	ADJ	A
1312	nord	nord	NOUN	S
1313	pensate	pensare	VERB	V
1314	jimmy	Jimmy	PROPN	SP
1315	parlarti	parlare ti	VERB	V
1316	perciò	perciò	ADV	B
1317	congratulazioni	congratulazione	NOUN	S
1318	data	dare	VERB	V
1319	sposato	sposare	VERB	V
1320	gliel'	gliel	NOUN	S
1321	sembrare	sembrare	VERB	V
1322	treno	treno	NOUN	S
1323	radio	radio	NOUN	S
1324	l	l	DET	RD
1325	comune	comune	ADJ	A
1326	cattivo	cattivo	ADJ	A
1327	imparato	imparare	VERB	V
1328	smettere	smettere	VERB	V
1329	ottima	ottimo	ADJ	A
1330	aiutarmi	aiutare mi	VERB	V_PC
1331	ama	amira	VERB	V
1332	intera	intero	ADJ	A
1333	responsabile	responsabile	ADJ	A
1334	abbiano	avere	VERB	VA
1335	lascio	lasciare	VERB	V
1336	farcela	farcela	VERB	V
1337	bomba	bomba	NOUN	S
1338	agenti	agente	NOUN	S
1339	belle	bello	ADJ	A
1340	m'	m	NOUN	S
1341	pochi	poco	DET	DI
1342	san	san	PROPN	SP
1343	clienti	cliente	NOUN	S
1344	periodo	periodo	NOUN	S
1345	energia	energia	NOUN	S
1346	segno	segno	NOUN	S
1347	mangiato	mangiare	VERB	V
1348	calmati	calmare	VERB	V
1349	chiudi	chiudere	VERB	V
1350	posti	posto	NOUN	S
1351	accidenti	accidento	NOUN	S
1352	bellissimo	bello	ADJ	A
1353	quegli	quello	DET	DD
1354	dovrebbero	dovere	VERB	VM
1355	vivi	vivo	ADJ	A
1356	speranza	speranza	NOUN	S
1357	rischio	rischio	NOUN	S
1358	caffe	Caffe	NOUN	S
1359	rosso	rosso	ADJ	A
1360	soprattutto	soprattutto	ADV	B
1361	combattere	combattere	VERB	V
1362	tocca	toccare	VERB	V
1363	operazione	operazione	NOUN	S
1364	zia	zia	NOUN	S
1365	sexy	sexy	ADJ	A
1366	gamba	gamba	NOUN	S
1367	biglietto	biglietto	NOUN	S
1368	pazza	pazzo	ADJ	A
1369	ufficiale	ufficiale	ADJ	A
1370	vorresti	vorresti	VERB	V_PC
1371	vincere	vincere	VERB	V
1372	gambe	gamba	NOUN	S
1373	pressione	pressione	NOUN	S
1374	farle	fare le	VERB	V_PC
1375	seguito	seguire	NOUN	S
1376	nascosto	nascondere	VERB	A
1377	maestro	maestro	NOUN	S
1378	fantastica	fantastico	ADJ	A
1379	benvenuto	benvenuto	NOUN	S
1380	and	and	CCONJ	CC
1381	sarebbero	essere	VERB	VA
1382	offerta	offerta	NOUN	V
1383	ami	amare	VERB	V
1384	vite	vita	NOUN	S
1385	scherzo	scherzare	VERB	V
1386	qualcos'	qualcos	PRON	PD
1387	finta	finta	NOUN	S
1388	testimone	testimone	NOUN	S
1389	fratelli	fratello	NOUN	S
1390	banca	bancare	NOUN	S
1391	aprire	aprire	VERB	V
1392	potesse	potere	VERB	VM
1393	stronzate	stronzata	NOUN	S
1394	indirizzo	indirizzo	NOUN	S
1395	tale	tale	DET	DD
1396	ottenere	ottenere	VERB	V
1397	potessi	potessi	VERB	VM
1398	jim	Jim	PROPN	SP
1399	esperienza	esperienza	NOUN	S
1400	portata	portare	NOUN	S
1401	messa	mettere	VERB	V
1402	steve	steve	PROPN	SP
1403	piangere	piangere	VERB	V
1404	bill	bill	NOUN	S
1405	segreti	segreto	NOUN	S
1406	scorso	scorso	ADJ	A
1407	tony	tony	NOUN	S
1408	lasciate	lasciare	VERB	V
1409	andremo	andremo	VERB	V
1410	sud	sud	NOUN	S
1411	uccisa	uccidere	VERB	V
1412	darmi	dare mi	VERB	V_PC
1413	torni	tornare	VERB	V
1414	pianeta	pianeta	NOUN	S
1415	darti	dare ti	VERB	V_PC
1416	inoltre	inoltre	ADV	B
1417	serie	serie	NOUN	S
1418	esci	esci	VERB	V
1419	ray	ray	NOUN	S
1420	vittime	vittima	NOUN	S
1421	diversi	diverso	DET	DI
1422	porca	porco	ADJ	A
1423	guida	guidare	VERB	S
1424	prezzo	prezzo	NOUN	S
1425	strana	strano	ADJ	A
1426	arrabbiato	arrabbiato	ADJ	A
1427	vecchi	vecchio	ADJ	A
1428	verrà	venire	VERB	V
1429	orribile	orribile	ADJ	A
1430	gesu	Gesu	PROPN	SP
1431	ritorno	ritorno	NOUN	S
1432	entrato	entrare	VERB	V
1433	animali	animale	NOUN	S
1434	enorme	enorme	ADJ	A
1435	metto	mettere	VERB	V
1436	harry	Harry	PROPN	SP
1437	passaggio	passaggio	NOUN	S
1438	imparare	imparare	VERB	V
1439	progetto	progetto	NOUN	S
1440	danno	danno	NOUN	S
1441	naturalmente	naturalmente	ADV	B
1442	colpevole	colpevole	ADJ	A
1443	ragazzino	ragazzino	NOUN	S
1444	metri	metro	NOUN	S
1445	tommy	tommy	PROPN	SP
1446	chiavi	chiave	NOUN	S
1447	mossa	mossare	VERB	V
1448	finestra	finestra	NOUN	S
1449	suppongo	suppongo	VERB	V
1450	destino	destino	NOUN	S
1451	molta	molto	DET	DI
1452	saltare	saltare	VERB	V
1453	correre	correre	VERB	V
1454	frega	fregare	VERB	V
1455	edificio	edificio	NOUN	S
1456	colazione	colazione	NOUN	S
1457	collo	collo	NOUN	S
1458	difesa	difesa	NOUN	S
1459	diro	diro	VERB	V
1460	vicini	vicino	ADJ	A
1461	fiducia	fiducia	NOUN	S
1462	aiutato	aiutare	VERB	V
1463	maggior	maggiore	ADJ	A
1464	avermi	avere mi	VERB	VA_PC
1465	saprei	sapre	VERB	V
1466	capisce	capire	VERB	V
1467	ristorante	ristorante	NOUN	S
1468	nomi	nome	NOUN	S
1469	laboratorio	laboratorio	NOUN	S
1470	scegliere	scegliere	VERB	V
1471	comando	comando	NOUN	S
1472	chiedi	chiedere	VERB	V
1473	arte	arte	NOUN	S
1474	meta	meta	NOUN	S
1475	discorso	discorso	NOUN	S
1476	nove	nove	NUM	N
1477	avra	avra	VERB	V
1478	segnale	segnale	NOUN	S
1479	perfetta	perfetto	ADJ	A
1480	fortunato	fortunato	ADJ	A
1481	libri	libro	NOUN	S
1482	carriera	carriera	NOUN	S
1483	blu	blu	ADJ	A
1484	cominciare	cominciare	VERB	V
1485	muro	muro	NOUN	S
1486	will	will	NOUN	S
1487	tranne	tranne	ADP	E
1488	bob	bob	NOUN	S
1489	proteggere	proteggere	VERB	V
1490	prendendo	prendere	VERB	V
1491	dubbio	dubbio	NOUN	S
1492	dati	dato	NOUN	S
1493	stazione	Stazione	NOUN	S
1494	emergenza	emergenza	NOUN	S
1495	giustizia	giustizia	NOUN	S
1496	immediatamente	immediatamente	ADV	B
1497	odore	odore	NOUN	S
1498	umani	umano	ADJ	A
1499	college	college	NOUN	S
1500	ascolti	ascolto	NOUN	V_PC
1501	contrario	contrario	ADJ	A
1502	terzo	terzo	ADJ	NO
1503	preoccupare	preoccupare	VERB	V
1504	locale	locale	ADJ	A
1505	mette	mettere	VERB	V
1506	faranno	fare	VERB	V
1507	battaglia	battaglia	NOUN	S
1508	aiutarla	aiutare la	VERB	V_PC
1509	diverse	diverso	DET	DI
1510	notato	notare	VERB	V
1511	chiamate	chiamata	NOUN	S
1512	sceriffo	sceriffo	NOUN	S
1513	sembrano	sembrare	VERB	V
1514	evitare	evitare	VERB	V
1515	spirito	spirito	NOUN	S
1516	seduto	sedere	VERB	V
1517	bianca	bianco	ADJ	A
1518	ryan	ryan	PROPN	SP
1519	lingua	lingua	NOUN	S
1520	dipartimento	dipartimento	NOUN	S
1521	controllato	controllare	VERB	V
1522	massimo	massimo	ADJ	A
1523	praticamente	praticamente	ADV	B
1524	riunione	riunione	NOUN	S
1525	po'	poco	ADV	B
1526	rumore	rumore	NOUN	S
1527	torta	torta	NOUN	S
1528	guardami	guardamo	NOUN	S
1529	dirò	diere	VERB	V
1530	accanto	accanto	ADV	B
1531	eroe	eroe	NOUN	S
1532	turno	turno	NOUN	S
1533	piccoli	piccolo	ADJ	A
1534	entrambe	entrambe	DET	PI
1535	dovremo	dovere	VERB	VM
1536	potrai	potrai	VERB	VM
1537	londra	Londra	PROPN	SP
1538	vedrai	vedere	VERB	V
1539	punti	punto	NOUN	S
1540	fiori	fiore	NOUN	S
1541	vederla	vedere la	VERB	V_PC
1542	persino	persino	ADV	B
1543	ovvio	ovvio	ADJ	A
1544	furgone	furgone	NOUN	S
1545	amy	amy	NOUN	SP
1546	coppia	coppia	NOUN	S
1547	ridere	ridere	VERB	V
1548	inizia	iniziare	VERB	V
1549	pausa	pausa	NOUN	S
1550	billy	Billy	NOUN	S
1551	grave	grave	ADJ	A
1552	vedete	vedere	VERB	V
1553	memoria	memoria	NOUN	S
1554	dovevi	dovevi	VERB	VM
1555	aiutami	aiutami	VERB	V_PC
1556	tranquilla	tranquillo	ADJ	A
1557	cosi'	cosi	VERB	V_PC
1558	naso	naso	NOUN	S
1559	andava	andare	VERB	V
1560	nemico	nemico	NOUN	S
1561	mangia	mangiare	VERB	V
1562	chiudere	chiudere	VERB	V
1563	felici	felice	ADJ	A
1564	colonnello	colonnello	NOUN	S
1565	palla	palla	NOUN	S
1566	giovani	giovane	NOUN	S
1567	richard	richard	NOUN	S
1568	nuove	nuovo	ADJ	A
1569	costa	costare	VERB	V
1570	laggiù	laggiù	ADV	B
1571	lee	Lee	PROPN	SP
1572	scatola	scatola	NOUN	S
1573	torniamo	tornare	VERB	V
1574	albero	albero	NOUN	S
1575	you	you	PUNCT	FB
1576	tribunale	tribunale	NOUN	S
1577	razza	razza	NOUN	S
1578	anello	anello	NOUN	S
1579	prenda	prendere	VERB	V
1580	idee	idea	NOUN	S
1581	piede	piede	NOUN	S
1582	ferita	ferito	ADJ	V
1583	ferito	ferire	VERB	V
1584	cerchi	cercare	VERB	V
1585	preoccupato	preoccupato	ADJ	A
1586	verra	verrae	NOUN	S
1587	sentimenti	sentimento	NOUN	S
1588	arresto	arresto	NOUN	S
1589	project	projecte	ADV	B
1590	averla	avere la	VERB	V_PC
1591	dà	dare	VERB	V
1592	soldato	soldato	NOUN	S
1593	natura	natura	NOUN	S
1594	cominciato	cominciare	VERB	V
1595	inutile	inutile	ADJ	A
1596	casi	caso	NOUN	S
1597	prendiamo	prendere	VERB	V_PC
1598	colore	colore	NOUN	S
1599	basso	basso	ADJ	A
1600	uso	uso	NOUN	S
1601	don	don	NOUN	S
1602	anzi	anzi	ADV	B
1603	storie	storia	NOUN	S
1604	digli	diglio	NOUN	S
1605	daniel	Daniel	PROPN	SP
1606	preferito	preferire	VERB	V
1607	dirle	dire le	VERB	V_PC
1608	utile	utile	ADJ	A
1609	cattiva	cattivo	ADJ	A
1610	cani	cane	NOUN	S
1611	sparare	sparare	VERB	V
1612	parigi	Parigi	PROPN	SP
1613	diventa	diventare	VERB	V
1614	chiamano	chiamare	VERB	V
1615	ascoltare	ascoltare	VERB	V
1616	kevin	Kevin	PROPN	SP
1617	decidere	decidere	VERB	V
1618	professore	professore	NOUN	S
1619	fidanzato	fidanzare	VERB	S
1620	sensazione	sensazione	NOUN	S
1621	andartene	andare te ne	VERB	V_PC_PC
1622	legale	legale	ADJ	A
1623	carte	carta	NOUN	S
1624	compito	compito	NOUN	S
1625	srt	srt	ADJ	NO
1626	stronza	stronza	PRON	PE
1627	contenta	contento	ADJ	A
1628	provi	provare	VERB	V
1629	los	los	DET	RD
1630	corte	corto	ADJ	A
1631	tengo	tenere	VERB	V
1632	pesce	pesce	NOUN	S
1633	pensano	pensare	VERB	V
1634	johnny	Johnny	PROPN	SP
1635	obiettivo	obiettivo	NOUN	S
1636	incontrare	incontrare	VERB	V
1637	nato	nascere	VERB	V
1638	visti	vedere	VERB	V
1639	show	show	NOUN	S
1640	conta	contare	VERB	V
1641	accesso	accesso	NOUN	S
1642	breve	breve	ADJ	A
1643	risolvere	risolvere	VERB	V
1644	isola	isola	NOUN	S
1645	povero	povero	ADJ	A
1646	stavolta	stavolta	ADV	B
1647	mark	Mark	PROPN	SP
1648	affrontare	affrontare	VERB	V
1649	poliziotti	poliziotto	NOUN	S
1650	opera	opera	NOUN	S
1651	anna	anna	PROPN	SP
1652	buoni	buono	ADJ	A
1653	ballare	ballare	VERB	V
1654	bacio	bacio	NOUN	S
1655	resti	resto	NOUN	S
1656	funzionato	funzionare	VERB	V
1657	bordo	bordo	NOUN	S
1658	sbaglio	sbaglio	NOUN	S
1659	giochi	gioco	NOUN	S
1660	verde	verde	ADJ	A
1661	saremmo	saremmo	VERB	V
1662	aperta	aperto	ADJ	A
1663	improvviso	improvviso	ADJ	A
1664	continui	continuare	VERB	V
1665	fianco	fianco	NOUN	S
1666	alzati	alzare	VERB	V
1667	accettare	accettare	VERB	V
1668	metà	metà	NOUN	S
1669	continuo	continuo	ADJ	A
1670	peso	peso	NOUN	S
1671	piaciuto	piacere	VERB	V
1672	stile	stile	NOUN	S
